id,__run_id,__done,msg_type,msg_interval,msg_size,exec_time,cli
441,run_80_repetition_1,DONE,PointCloud2,0.2,2,120,1
442,run_81_repetition_1,DONE,PointCloud2,0.2,2,120,2
443,run_82_repetition_1,DONE,PointCloud2,0.2,3,120,1
444,run_83_repetition_1,DONE,PointCloud2,0.2,3,120,2
445,run_84_repetition_1,DONE,PointCloud2,0.5,1,120,1
446,run_85_repetition_1,DONE,PointCloud2,0.5,1,120,2
447,run_86_repetition_1,DONE,PointCloud2,0.5,2,120,1
448,run_87_repetition_1,DONE,PointCloud2,0.5,2,120,2
449,run_88_repetition_1,DONE,PointCloud2,0.5,3,120,1
450,run_89_repetition_1,DONE,PointCloud2,0.5,3,120,2
451,run_90_repetition_1,DONE,PointCloud2,1.0,1,120,1
452,run_91_repetition_1,DONE,PointCloud2,1.0,1,120,2
453,run_92_repetition_1,DONE,PointCloud2,1.0,2,120,1
454,run_93_repetition_1,DONE,PointCloud2,1.0,2,120,2
455,run_94_repetition_1,DONE,PointCloud2,1.0,3,120,1
456,run_95_repetition_1,DONE,PointCloud2,1.0,3,120,2
457,run_96_repetition_1,DONE,Imu,0.1,1,120,1
458,run_97_repetition_1,DONE,Imu,0.1,1,120,2
459,run_98_repetition_1,DONE,Imu,0.1,2,120,1
460,run_99_repetition_1,DONE,Imu,0.1,2,120,2
461,run_100_repetition_1,DONE,Imu,0.1,3,120,1
462,run_101_repetition_1,DONE,Imu,0.1,3,120,2
463,run_102_repetition_1,DONE,Imu,0.2,1,120,1
464,run_103_repetition_1,DONE,Imu,0.2,1,120,2
465,run_104_repetition_1,DONE,Imu,0.2,2,120,1
466,run_105_repetition_1,DONE,Imu,0.2,2,120,2
467,run_106_repetition_1,DONE,Imu,0.2,3,120,1
468,run_107_repetition_1,DONE,Imu,0.2,3,120,2
469,run_108_repetition_1,DONE,Imu,0.5,1,120,1
470,run_109_repetition_1,DONE,Imu,0.5,1,120,2
471,run_110_repetition_1,DONE,Imu,0.5,2,120,1
472,run_111_repetition_1,DONE,Imu,0.5,2,120,2
473,run_112_repetition_1,DONE,Imu,0.5,3,120,1
474,run_113_repetition_1,DONE,Imu,0.5,3,120,2
475,run_114_repetition_1,DONE,Imu,1.0,1,120,1
476,run_115_repetition_1,DONE,Imu,1.0,1,120,2
477,run_116_repetition_1,DONE,Imu,1.0,2,120,1
478,run_117_repetition_1,DONE,Imu,1.0,2,120,2
479,run_118_repetition_1,DONE,Imu,1.0,3,120,1
480,run_119_repetition_1,DONE,Imu,1.0,3,120,2
482,run_121_repetition_1,DONE,String,0.1,1,120,2
484,run_123_repetition_1,DONE,String,0.1,2,120,2
486,run_125_repetition_1,DONE,String,0.1,3,120,2
488,run_127_repetition_1,DONE,String,0.2,1,120,2
490,run_129_repetition_1,DONE,String,0.2,2,120,2
492,run_131_repetition_1,DONE,String,0.2,3,120,2
494,run_133_repetition_1,DONE,String,0.5,1,120,2
496,run_135_repetition_1,DONE,String,0.5,2,120,2
498,run_137_repetition_1,DONE,String,0.5,3,120,2
500,run_139_repetition_1,DONE,String,1.0,1,120,2
502,run_141_repetition_1,DONE,String,1.0,2,120,2
504,run_143_repetition_1,DONE,String,1.0,3,120,2
505,run_144_repetition_1,DONE,PoseStamped,0.1,1,120,1
506,run_145_repetition_1,DONE,PoseStamped,0.1,1,120,2
507,run_146_repetition_1,DONE,PoseStamped,0.1,2,120,1
508,run_147_repetition_1,DONE,PoseStamped,0.1,2,120,2
509,run_148_repetition_1,DONE,PoseStamped,0.1,3,120,1
510,run_149_repetition_1,DONE,PoseStamped,0.1,3,120,2
511,run_150_repetition_1,DONE,PoseStamped,0.2,1,120,1
512,run_151_repetition_1,DONE,PoseStamped,0.2,1,120,2
513,run_152_repetition_1,DONE,PoseStamped,0.2,2,120,1
514,run_153_repetition_1,DONE,PoseStamped,0.2,2,120,2
515,run_154_repetition_1,DONE,PoseStamped,0.2,3,120,1
516,run_155_repetition_1,DONE,PoseStamped,0.2,3,120,2
517,run_156_repetition_1,DONE,PoseStamped,0.5,1,120,1
518,run_157_repetition_1,DONE,PoseStamped,0.5,1,120,2
519,run_158_repetition_1,DONE,PoseStamped,0.5,2,120,1
520,run_159_repetition_1,DONE,PoseStamped,0.5,2,120,2
521,run_160_repetition_1,DONE,PoseStamped,0.5,3,120,1
522,run_161_repetition_1,DONE,PoseStamped,0.5,3,120,2
523,run_162_repetition_1,DONE,PoseStamped,1.0,1,120,1
524,run_163_repetition_1,DONE,PoseStamped,1.0,1,120,2
525,run_164_repetition_1,DONE,PoseStamped,1.0,2,120,1
526,run_165_repetition_1,DONE,PoseStamped,1.0,2,120,2
527,run_166_repetition_1,DONE,PoseStamped,1.0,3,120,1
528,run_167_repetition_1,DONE,PoseStamped,1.0,3,120,2
529,run_168_repetition_1,DONE,LaserScan,0.1,1,120,1
530,run_169_repetition_1,DONE,LaserScan,0.1,1,120,2
531,run_170_repetition_1,DONE,LaserScan,0.1,2,120,1
532,run_171_repetition_1,DONE,LaserScan,0.1,2,120,2
533,run_172_repetition_1,DONE,LaserScan,0.1,3,120,1
534,run_173_repetition_1,DONE,LaserScan,0.1,3,120,2
535,run_174_repetition_1,DONE,LaserScan,0.2,1,120,1
536,run_175_repetition_1,DONE,LaserScan,0.2,1,120,2
537,run_176_repetition_1,DONE,LaserScan,0.2,2,120,1
538,run_177_repetition_1,DONE,LaserScan,0.2,2,120,2
539,run_178_repetition_1,DONE,LaserScan,0.2,3,120,1
540,run_179_repetition_1,DONE,LaserScan,0.2,3,120,2
541,run_180_repetition_1,DONE,LaserScan,0.5,1,120,1
542,run_181_repetition_1,DONE,LaserScan,0.5,1,120,2
543,run_182_repetition_1,DONE,LaserScan,0.5,2,120,1
544,run_183_repetition_1,DONE,LaserScan,0.5,2,120,2
545,run_184_repetition_1,DONE,LaserScan,0.5,3,120,1
546,run_185_repetition_1,DONE,LaserScan,0.5,3,120,2
547,run_186_repetition_1,DONE,LaserScan,1.0,1,120,1
548,run_187_repetition_1,DONE,LaserScan,1.0,1,120,2
549,run_188_repetition_1,DONE,LaserScan,1.0,2,120,1
550,run_189_repetition_1,DONE,LaserScan,1.0,2,120,2
551,run_190_repetition_1,DONE,LaserScan,1.0,3,120,1
552,run_191_repetition_1,DONE,LaserScan,1.0,3,120,2
554,run_193_repetition_1,DONE,Float64,0.1,1,120,2
556,run_195_repetition_1,DONE,Float64,0.1,2,120,2
558,run_197_repetition_1,DONE,Float64,0.1,3,120,2
560,run_199_repetition_1,DONE,Float64,0.2,1,120,2
562,run_201_repetition_1,DONE,Float64,0.2,2,120,2
564,run_203_repetition_1,DONE,Float64,0.2,3,120,2
566,run_205_repetition_1,DONE,Float64,0.5,1,120,2
568,run_207_repetition_1,DONE,Float64,0.5,2,120,2
570,run_209_repetition_1,DONE,Float64,0.5,3,120,2
572,run_211_repetition_1,DONE,Float64,1.0,1,120,2
574,run_213_repetition_1,DONE,Float64,1.0,2,120,2
576,run_215_repetition_1,DONE,Float64,1.0,3,120,2
578,run_217_repetition_1,DONE,Float32,0.1,1,120,2
580,run_219_repetition_1,DONE,Float32,0.1,2,120,2
582,run_221_repetition_1,DONE,Float32,0.1,3,120,2
584,run_223_repetition_1,DONE,Float32,0.2,1,120,2
586,run_225_repetition_1,DONE,Float32,0.2,2,120,2
588,run_227_repetition_1,DONE,Float32,0.2,3,120,2
590,run_229_repetition_1,DONE,Float32,0.5,1,120,2
592,run_231_repetition_1,DONE,Float32,0.5,2,120,2
594,run_233_repetition_1,DONE,Float32,0.5,3,120,2
596,run_235_repetition_1,DONE,Float32,1.0,1,120,2
598,run_237_repetition_1,DONE,Float32,1.0,2,120,2
600,run_239_repetition_1,DONE,Float32,1.0,3,120,2
602,run_241_repetition_1,TODO,Vector3Stamped,0.1,1,120,2
604,run_243_repetition_1,TODO,Vector3Stamped,0.1,2,120,2
606,run_245_repetition_1,TODO,Vector3Stamped,0.1,3,120,2
608,run_247_repetition_1,TODO,Vector3Stamped,0.2,1,120,2
610,run_249_repetition_1,TODO,Vector3Stamped,0.2,2,120,2
612,run_251_repetition_1,TODO,Vector3Stamped,0.2,3,120,2
614,run_253_repetition_1,TODO,Vector3Stamped,0.5,1,120,2
616,run_255_repetition_1,TODO,Vector3Stamped,0.5,2,120,2
618,run_257_repetition_1,TODO,Vector3Stamped,0.5,3,120,2
620,run_259_repetition_1,TODO,Vector3Stamped,1.0,1,120,2
622,run_261_repetition_1,TODO,Vector3Stamped,1.0,2,120,2
624,run_263_repetition_1,TODO,Vector3Stamped,1.0,3,120,2
625,run_264_repetition_1,DONE,Float64MultiArray,0.1,1,120,1
626,run_265_repetition_1,DONE,Float64MultiArray,0.1,1,120,2
627,run_266_repetition_1,DONE,Float64MultiArray,0.1,2,120,1
628,run_267_repetition_1,DONE,Float64MultiArray,0.1,2,120,2
629,run_268_repetition_1,DONE,Float64MultiArray,0.1,3,120,1
630,run_269_repetition_1,DONE,Float64MultiArray,0.1,3,120,2
631,run_270_repetition_1,DONE,Float64MultiArray,0.2,1,120,1
632,run_271_repetition_1,DONE,Float64MultiArray,0.2,1,120,2
633,run_272_repetition_1,DONE,Float64MultiArray,0.2,2,120,1
634,run_273_repetition_1,DONE,Float64MultiArray,0.2,2,120,2
635,run_274_repetition_1,DONE,Float64MultiArray,0.2,3,120,1
636,run_275_repetition_1,DONE,Float64MultiArray,0.2,3,120,2
637,run_276_repetition_1,DONE,Float64MultiArray,0.5,1,120,1
638,run_277_repetition_1,DONE,Float64MultiArray,0.5,1,120,2
639,run_278_repetition_1,DONE,Float64MultiArray,0.5,2,120,1
640,run_279_repetition_1,DONE,Float64MultiArray,0.5,2,120,2
641,run_280_repetition_1,DONE,Float64MultiArray,0.5,3,120,1
642,run_281_repetition_1,DONE,Float64MultiArray,0.5,3,120,2
643,run_282_repetition_1,DONE,Float64MultiArray,1.0,1,120,1
644,run_283_repetition_1,DONE,Float64MultiArray,1.0,1,120,2
645,run_284_repetition_1,DONE,Float64MultiArray,1.0,2,120,1
646,run_285_repetition_1,DONE,Float64MultiArray,1.0,2,120,2
647,run_286_repetition_1,DONE,Float64MultiArray,1.0,3,120,1
648,run_287_repetition_1,DONE,Float64MultiArray,1.0,3,120,2
649,run_288_repetition_1,TODO,TwistStamped,0.1,1,120,1
650,run_289_repetition_1,TODO,TwistStamped,0.1,1,120,2
651,run_290_repetition_1,TODO,TwistStamped,0.1,2,120,1
652,run_291_repetition_1,TODO,TwistStamped,0.1,2,120,2
653,run_292_repetition_1,TODO,TwistStamped,0.1,3,120,1
654,run_293_repetition_1,TODO,TwistStamped,0.1,3,120,2
655,run_294_repetition_1,TODO,TwistStamped,0.2,1,120,1
656,run_295_repetition_1,TODO,TwistStamped,0.2,1,120,2
657,run_296_repetition_1,TODO,TwistStamped,0.2,2,120,1
658,run_297_repetition_1,TODO,TwistStamped,0.2,2,120,2
659,run_298_repetition_1,TODO,TwistStamped,0.2,3,120,1
660,run_299_repetition_1,TODO,TwistStamped,0.2,3,120,2
661,run_300_repetition_1,TODO,TwistStamped,0.5,1,120,1
662,run_301_repetition_1,TODO,TwistStamped,0.5,1,120,2
663,run_302_repetition_1,TODO,TwistStamped,0.5,2,120,1
664,run_303_repetition_1,TODO,TwistStamped,0.5,2,120,2
665,run_304_repetition_1,TODO,TwistStamped,0.5,3,120,1
666,run_305_repetition_1,TODO,TwistStamped,0.5,3,120,2
667,run_306_repetition_1,TODO,TwistStamped,1.0,1,120,1
668,run_307_repetition_1,TODO,TwistStamped,1.0,1,120,2
669,run_308_repetition_1,TODO,TwistStamped,1.0,2,120,1
670,run_309_repetition_1,TODO,TwistStamped,1.0,2,120,2
671,run_310_repetition_1,TODO,TwistStamped,1.0,3,120,1
672,run_311_repetition_1,TODO,TwistStamped,1.0,3,120,2
673,run_312_repetition_1,DONE,PoseWithCovarianceStamped,0.1,1,120,1
674,run_313_repetition_1,DONE,PoseWithCovarianceStamped,0.1,1,120,2
675,run_314_repetition_1,DONE,PoseWithCovarianceStamped,0.1,2,120,1
676,run_315_repetition_1,DONE,PoseWithCovarianceStamped,0.1,2,120,2
677,run_316_repetition_1,DONE,PoseWithCovarianceStamped,0.1,3,120,1
678,run_317_repetition_1,DONE,PoseWithCovarianceStamped,0.1,3,120,2
679,run_318_repetition_1,DONE,PoseWithCovarianceStamped,0.2,1,120,1
680,run_319_repetition_1,DONE,PoseWithCovarianceStamped,0.2,1,120,2
681,run_320_repetition_1,DONE,PoseWithCovarianceStamped,0.2,2,120,1
682,run_321_repetition_1,DONE,PoseWithCovarianceStamped,0.2,2,120,2
683,run_322_repetition_1,DONE,PoseWithCovarianceStamped,0.2,3,120,1
684,run_323_repetition_1,DONE,PoseWithCovarianceStamped,0.2,3,120,2
685,run_324_repetition_1,DONE,PoseWithCovarianceStamped,0.5,1,120,1
686,run_325_repetition_1,DONE,PoseWithCovarianceStamped,0.5,1,120,2
687,run_326_repetition_1,DONE,PoseWithCovarianceStamped,0.5,2,120,1
688,run_327_repetition_1,DONE,PoseWithCovarianceStamped,0.5,2,120,2
689,run_328_repetition_1,DONE,PoseWithCovarianceStamped,0.5,3,120,1
690,run_329_repetition_1,DONE,PoseWithCovarianceStamped,0.5,3,120,2
691,run_330_repetition_1,DONE,PoseWithCovarianceStamped,1.0,1,120,1
692,run_331_repetition_1,DONE,PoseWithCovarianceStamped,1.0,1,120,2
693,run_332_repetition_1,DONE,PoseWithCovarianceStamped,1.0,2,120,1
694,run_333_repetition_1,DONE,PoseWithCovarianceStamped,1.0,2,120,2
695,run_334_repetition_1,DONE,PoseWithCovarianceStamped,1.0,3,120,1
696,run_335_repetition_1,DONE,PoseWithCovarianceStamped,1.0,3,120,2
698,run_337_repetition_1,DONE,Int32,0.1,1,120,2
700,run_339_repetition_1,DONE,Int32,0.1,2,120,2
702,run_341_repetition_1,DONE,Int32,0.1,3,120,2
704,run_343_repetition_1,DONE,Int32,0.2,1,120,2
706,run_345_repetition_1,DONE,Int32,0.2,2,120,2
708,run_347_repetition_1,DONE,Int32,0.2,3,120,2
710,run_349_repetition_1,DONE,Int32,0.5,1,120,2
712,run_351_repetition_1,DONE,Int32,0.5,2,120,2
714,run_353_repetition_1,DONE,Int32,0.5,3,120,2
716,run_355_repetition_1,DONE,Int32,1.0,1,120,2
718,run_357_repetition_1,DONE,Int32,1.0,2,120,2
720,run_359_repetition_1,DONE,Int32,1.0,3,120,2
722,run_1_repetition_2,DONE,Image,0.1,1,120,2
724,run_3_repetition_2,DONE,Image,0.1,2,120,2
726,run_5_repetition_2,DONE,Image,0.1,3,120,2
728,run_7_repetition_2,DONE,Image,0.2,1,120,2
730,run_9_repetition_2,DONE,Image,0.2,2,120,2
732,run_11_repetition_2,DONE,Image,0.2,3,120,2
734,run_13_repetition_2,DONE,Image,0.5,1,120,2
736,run_15_repetition_2,DONE,Image,0.5,2,120,2
738,run_17_repetition_2,DONE,Image,0.5,3,120,2
740,run_19_repetition_2,DONE,Image,1.0,1,120,2
742,run_21_repetition_2,DONE,Image,1.0,2,120,2
744,run_23_repetition_2,DONE,Image,1.0,3,120,2
746,run_25_repetition_2,DONE,Twist,0.1,1,120,2
748,run_27_repetition_2,DONE,Twist,0.1,2,120,2
750,run_29_repetition_2,DONE,Twist,0.1,3,120,2
752,run_31_repetition_2,DONE,Twist,0.2,1,120,2
754,run_33_repetition_2,DONE,Twist,0.2,2,120,2
756,run_35_repetition_2,DONE,Twist,0.2,3,120,2
758,run_37_repetition_2,DONE,Twist,0.5,1,120,2
760,run_39_repetition_2,DONE,Twist,0.5,2,120,2
762,run_41_repetition_2,DONE,Twist,0.5,3,120,2
764,run_43_repetition_2,DONE,Twist,1.0,1,120,2
766,run_45_repetition_2,DONE,Twist,1.0,2,120,2
768,run_47_repetition_2,DONE,Twist,1.0,3,120,2
769,run_48_repetition_2,DONE,JointState,0.1,1,120,1
770,run_49_repetition_2,DONE,JointState,0.1,1,120,2
771,run_50_repetition_2,DONE,JointState,0.1,2,120,1
772,run_51_repetition_2,DONE,JointState,0.1,2,120,2
773,run_52_repetition_2,DONE,JointState,0.1,3,120,1
774,run_53_repetition_2,DONE,JointState,0.1,3,120,2
775,run_54_repetition_2,DONE,JointState,0.2,1,120,1
776,run_55_repetition_2,DONE,JointState,0.2,1,120,2
777,run_56_repetition_2,DONE,JointState,0.2,2,120,1
778,run_57_repetition_2,DONE,JointState,0.2,2,120,2
779,run_58_repetition_2,DONE,JointState,0.2,3,120,1
780,run_59_repetition_2,DONE,JointState,0.2,3,120,2
781,run_60_repetition_2,DONE,JointState,0.5,1,120,1
782,run_61_repetition_2,DONE,JointState,0.5,1,120,2
783,run_62_repetition_2,DONE,JointState,0.5,2,120,1
784,run_63_repetition_2,DONE,JointState,0.5,2,120,2
785,run_64_repetition_2,DONE,JointState,0.5,3,120,1
786,run_65_repetition_2,DONE,JointState,0.5,3,120,2
787,run_66_repetition_2,DONE,JointState,1.0,1,120,1
788,run_67_repetition_2,DONE,JointState,1.0,1,120,2
789,run_68_repetition_2,DONE,JointState,1.0,2,120,1
790,run_69_repetition_2,DONE,JointState,1.0,2,120,2
791,run_70_repetition_2,DONE,JointState,1.0,3,120,1
792,run_71_repetition_2,DONE,JointState,1.0,3,120,2
793,run_72_repetition_2,DONE,PointCloud2,0.1,1,120,1
794,run_73_repetition_2,DONE,PointCloud2,0.1,1,120,2
795,run_74_repetition_2,DONE,PointCloud2,0.1,2,120,1
796,run_75_repetition_2,DONE,PointCloud2,0.1,2,120,2
797,run_76_repetition_2,DONE,PointCloud2,0.1,3,120,1
798,run_77_repetition_2,DONE,PointCloud2,0.1,3,120,2
799,run_78_repetition_2,DONE,PointCloud2,0.2,1,120,1
800,run_79_repetition_2,DONE,PointCloud2,0.2,1,120,2
801,run_80_repetition_2,DONE,PointCloud2,0.2,2,120,1
802,run_81_repetition_2,DONE,PointCloud2,0.2,2,120,2
803,run_82_repetition_2,DONE,PointCloud2,0.2,3,120,1
804,run_83_repetition_2,DONE,PointCloud2,0.2,3,120,2
805,run_84_repetition_2,DONE,PointCloud2,0.5,1,120,1
806,run_85_repetition_2,DONE,PointCloud2,0.5,1,120,2
807,run_86_repetition_2,DONE,PointCloud2,0.5,2,120,1
808,run_87_repetition_2,DONE,PointCloud2,0.5,2,120,2
809,run_88_repetition_2,DONE,PointCloud2,0.5,3,120,1
810,run_89_repetition_2,DONE,PointCloud2,0.5,3,120,2
811,run_90_repetition_2,DONE,PointCloud2,1.0,1,120,1
812,run_91_repetition_2,DONE,PointCloud2,1.0,1,120,2
813,run_92_repetition_2,DONE,PointCloud2,1.0,2,120,1
814,run_93_repetition_2,DONE,PointCloud2,1.0,2,120,2
815,run_94_repetition_2,DONE,PointCloud2,1.0,3,120,1
816,run_95_repetition_2,DONE,PointCloud2,1.0,3,120,2
817,run_96_repetition_2,DONE,Imu,0.1,1,120,1
818,run_97_repetition_2,DONE,Imu,0.1,1,120,2
819,run_98_repetition_2,DONE,Imu,0.1,2,120,1
820,run_99_repetition_2,DONE,Imu,0.1,2,120,2
821,run_100_repetition_2,DONE,Imu,0.1,3,120,1
822,run_101_repetition_2,DONE,Imu,0.1,3,120,2
823,run_102_repetition_2,DONE,Imu,0.2,1,120,1
824,run_103_repetition_2,DONE,Imu,0.2,1,120,2
825,run_104_repetition_2,DONE,Imu,0.2,2,120,1
826,run_105_repetition_2,DONE,Imu,0.2,2,120,2
827,run_106_repetition_2,DONE,Imu,0.2,3,120,1
828,run_107_repetition_2,DONE,Imu,0.2,3,120,2
829,run_108_repetition_2,DONE,Imu,0.5,1,120,1
830,run_109_repetition_2,DONE,Imu,0.5,1,120,2
831,run_110_repetition_2,DONE,Imu,0.5,2,120,1
832,run_111_repetition_2,DONE,Imu,0.5,2,120,2
833,run_112_repetition_2,DONE,Imu,0.5,3,120,1
834,run_113_repetition_2,DONE,Imu,0.5,3,120,2
835,run_114_repetition_2,DONE,Imu,1.0,1,120,1
836,run_115_repetition_2,DONE,Imu,1.0,1,120,2
837,run_116_repetition_2,DONE,Imu,1.0,2,120,1
838,run_117_repetition_2,DONE,Imu,1.0,2,120,2
839,run_118_repetition_2,DONE,Imu,1.0,3,120,1
840,run_119_repetition_2,DONE,Imu,1.0,3,120,2
842,run_121_repetition_2,DONE,String,0.1,1,120,2
844,run_123_repetition_2,DONE,String,0.1,2,120,2
846,run_125_repetition_2,DONE,String,0.1,3,120,2
848,run_127_repetition_2,DONE,String,0.2,1,120,2
850,run_129_repetition_2,DONE,String,0.2,2,120,2
852,run_131_repetition_2,DONE,String,0.2,3,120,2
854,run_133_repetition_2,DONE,String,0.5,1,120,2
856,run_135_repetition_2,DONE,String,0.5,2,120,2
858,run_137_repetition_2,DONE,String,0.5,3,120,2
860,run_139_repetition_2,DONE,String,1.0,1,120,2
862,run_141_repetition_2,DONE,String,1.0,2,120,2
864,run_143_repetition_2,DONE,String,1.0,3,120,2
865,run_144_repetition_2,DONE,PoseStamped,0.1,1,120,1
866,run_145_repetition_2,DONE,PoseStamped,0.1,1,120,2
867,run_146_repetition_2,DONE,PoseStamped,0.1,2,120,1
868,run_147_repetition_2,DONE,PoseStamped,0.1,2,120,2
869,run_148_repetition_2,DONE,PoseStamped,0.1,3,120,1
870,run_149_repetition_2,DONE,PoseStamped,0.1,3,120,2
871,run_150_repetition_2,DONE,PoseStamped,0.2,1,120,1
872,run_151_repetition_2,DONE,PoseStamped,0.2,1,120,2
873,run_152_repetition_2,DONE,PoseStamped,0.2,2,120,1
874,run_153_repetition_2,DONE,PoseStamped,0.2,2,120,2
875,run_154_repetition_2,DONE,PoseStamped,0.2,3,120,1
876,run_155_repetition_2,DONE,PoseStamped,0.2,3,120,2
877,run_156_repetition_2,DONE,PoseStamped,0.5,1,120,1
878,run_157_repetition_2,DONE,PoseStamped,0.5,1,120,2
879,run_158_repetition_2,DONE,PoseStamped,0.5,2,120,1
880,run_159_repetition_2,DONE,PoseStamped,0.5,2,120,2
881,run_160_repetition_2,DONE,PoseStamped,0.5,3,120,1
882,run_161_repetition_2,DONE,PoseStamped,0.5,3,120,2
883,run_162_repetition_2,DONE,PoseStamped,1.0,1,120,1
884,run_163_repetition_2,DONE,PoseStamped,1.0,1,120,2
885,run_164_repetition_2,DONE,PoseStamped,1.0,2,120,1
886,run_165_repetition_2,DONE,PoseStamped,1.0,2,120,2
887,run_166_repetition_2,DONE,PoseStamped,1.0,3,120,1
888,run_167_repetition_2,DONE,PoseStamped,1.0,3,120,2
889,run_168_repetition_2,DONE,LaserScan,0.1,1,120,1
890,run_169_repetition_2,DONE,LaserScan,0.1,1,120,2
891,run_170_repetition_2,DONE,LaserScan,0.1,2,120,1
892,run_171_repetition_2,DONE,LaserScan,0.1,2,120,2
893,run_172_repetition_2,DONE,LaserScan,0.1,3,120,1
894,run_173_repetition_2,DONE,LaserScan,0.1,3,120,2
895,run_174_repetition_2,DONE,LaserScan,0.2,1,120,1
896,run_175_repetition_2,DONE,LaserScan,0.2,1,120,2
897,run_176_repetition_2,DONE,LaserScan,0.2,2,120,1
898,run_177_repetition_2,DONE,LaserScan,0.2,2,120,2
899,run_178_repetition_2,DONE,LaserScan,0.2,3,120,1
900,run_179_repetition_2,DONE,LaserScan,0.2,3,120,2
901,run_180_repetition_2,DONE,LaserScan,0.5,1,120,1
902,run_181_repetition_2,DONE,LaserScan,0.5,1,120,2
903,run_182_repetition_2,DONE,LaserScan,0.5,2,120,1
904,run_183_repetition_2,DONE,LaserScan,0.5,2,120,2
905,run_184_repetition_2,DONE,LaserScan,0.5,3,120,1
906,run_185_repetition_2,DONE,LaserScan,0.5,3,120,2
907,run_186_repetition_2,DONE,LaserScan,1.0,1,120,1
908,run_187_repetition_2,DONE,LaserScan,1.0,1,120,2
909,run_188_repetition_2,DONE,LaserScan,1.0,2,120,1
910,run_189_repetition_2,DONE,LaserScan,1.0,2,120,2
911,run_190_repetition_2,DONE,LaserScan,1.0,3,120,1
912,run_191_repetition_2,DONE,LaserScan,1.0,3,120,2
914,run_193_repetition_2,DONE,Float64,0.1,1,120,2
916,run_195_repetition_2,DONE,Float64,0.1,2,120,2
918,run_197_repetition_2,DONE,Float64,0.1,3,120,2
920,run_199_repetition_2,DONE,Float64,0.2,1,120,2
922,run_201_repetition_2,DONE,Float64,0.2,2,120,2
924,run_203_repetition_2,DONE,Float64,0.2,3,120,2
926,run_205_repetition_2,DONE,Float64,0.5,1,120,2
928,run_207_repetition_2,DONE,Float64,0.5,2,120,2
930,run_209_repetition_2,DONE,Float64,0.5,3,120,2
932,run_211_repetition_2,DONE,Float64,1.0,1,120,2
934,run_213_repetition_2,DONE,Float64,1.0,2,120,2
936,run_215_repetition_2,DONE,Float64,1.0,3,120,2
938,run_217_repetition_2,DONE,Float32,0.1,1,120,2
940,run_219_repetition_2,DONE,Float32,0.1,2,120,2
942,run_221_repetition_2,DONE,Float32,0.1,3,120,2
944,run_223_repetition_2,DONE,Float32,0.2,1,120,2
946,run_225_repetition_2,DONE,Float32,0.2,2,120,2
948,run_227_repetition_2,DONE,Float32,0.2,3,120,2
950,run_229_repetition_2,DONE,Float32,0.5,1,120,2
952,run_231_repetition_2,DONE,Float32,0.5,2,120,2
954,run_233_repetition_2,DONE,Float32,0.5,3,120,2
956,run_235_repetition_2,DONE,Float32,1.0,1,120,2
958,run_237_repetition_2,DONE,Float32,1.0,2,120,2
960,run_239_repetition_2,DONE,Float32,1.0,3,120,2
962,run_241_repetition_2,TODO,Vector3Stamped,0.1,1,120,2
964,run_243_repetition_2,TODO,Vector3Stamped,0.1,2,120,2
966,run_245_repetition_2,TODO,Vector3Stamped,0.1,3,120,2
968,run_247_repetition_2,TODO,Vector3Stamped,0.2,1,120,2
970,run_249_repetition_2,TODO,Vector3Stamped,0.2,2,120,2
972,run_251_repetition_2,TODO,Vector3Stamped,0.2,3,120,2
974,run_253_repetition_2,TODO,Vector3Stamped,0.5,1,120,2
976,run_255_repetition_2,TODO,Vector3Stamped,0.5,2,120,2
978,run_257_repetition_2,TODO,Vector3Stamped,0.5,3,120,2
980,run_259_repetition_2,TODO,Vector3Stamped,1.0,1,120,2
982,run_261_repetition_2,TODO,Vector3Stamped,1.0,2,120,2
984,run_263_repetition_2,TODO,Vector3Stamped,1.0,3,120,2
985,run_264_repetition_2,DONE,Float64MultiArray,0.1,1,120,1
986,run_265_repetition_2,DONE,Float64MultiArray,0.1,1,120,2
987,run_266_repetition_2,DONE,Float64MultiArray,0.1,2,120,1
988,run_267_repetition_2,DONE,Float64MultiArray,0.1,2,120,2
989,run_268_repetition_2,DONE,Float64MultiArray,0.1,3,120,1
990,run_269_repetition_2,DONE,Float64MultiArray,0.1,3,120,2
991,run_270_repetition_2,DONE,Float64MultiArray,0.2,1,120,1
992,run_271_repetition_2,DONE,Float64MultiArray,0.2,1,120,2
993,run_272_repetition_2,DONE,Float64MultiArray,0.2,2,120,1
994,run_273_repetition_2,DONE,Float64MultiArray,0.2,2,120,2
995,run_274_repetition_2,DONE,Float64MultiArray,0.2,3,120,1
996,run_275_repetition_2,DONE,Float64MultiArray,0.2,3,120,2
997,run_276_repetition_2,DONE,Float64MultiArray,0.5,1,120,1
998,run_277_repetition_2,DONE,Float64MultiArray,0.5,1,120,2
999,run_278_repetition_2,DONE,Float64MultiArray,0.5,2,120,1
1000,run_279_repetition_2,DONE,Float64MultiArray,0.5,2,120,2
1001,run_280_repetition_2,DONE,Float64MultiArray,0.5,3,120,1
1002,run_281_repetition_2,DONE,Float64MultiArray,0.5,3,120,2
1003,run_282_repetition_2,DONE,Float64MultiArray,1.0,1,120,1
1004,run_283_repetition_2,DONE,Float64MultiArray,1.0,1,120,2
1005,run_284_repetition_2,DONE,Float64MultiArray,1.0,2,120,1
