timestamp,rx_bytes,tx_bytes,rx_rate_bps,tx_rate_bps
2025-03-22T22:21:44.352722,297150911,131063915,1876.0,1916.0
2025-03-22T22:21:45.354542,297150911,131063915,0.0,0.0
2025-03-22T22:21:46.356566,297150911,131063915,0.0,0.0
2025-03-22T22:21:47.358425,297152787,131065831,1876.0,1916.0
2025-03-22T22:21:48.360433,297152787,131065831,0.0,0.0
2025-03-22T22:21:49.361403,297152787,131065831,0.0,0.0
2025-03-22T22:21:50.363510,297154663,131067747,1876.0,1916.0
2025-03-22T22:21:51.365670,297154663,131067747,0.0,0.0
2025-03-22T22:21:52.367936,297154663,131067747,0.0,0.0
2025-03-22T22:21:53.370139,297156539,131069663,1876.0,1916.0
2025-03-22T22:21:54.372034,297156539,131069663,0.0,0.0
2025-03-22T22:21:55.373348,297165222,131073949,8683.0,4286.0
2025-03-22T22:21:56.375168,297193116,131087740,27894.0,13791.0
2025-03-22T22:21:57.377059,297193116,131087740,0.0,0.0
2025-03-22T22:21:58.378343,297261053,131091296,67937.0,3556.0
2025-03-22T22:21:59.380242,297266969,131094328,5916.0,3032.0
2025-03-22T22:22:00.381976,297269061,131094390,2092.0,62.0
2025-03-22T22:22:01.383310,297271753,131094390,2692.0,0.0
2025-03-22T22:22:02.385035,297276543,131096478,4790.0,2088.0
2025-03-22T22:22:03.386900,297276543,131096478,0.0,0.0
2025-03-22T22:22:04.388644,297276699,131096650,156.0,172.0
2025-03-22T22:22:05.390405,297280622,131098566,3923.0,1916.0
2025-03-22T22:22:06.391305,297288663,131098566,8041.0,0.0
2025-03-22T22:22:07.392297,297288663,131098566,0.0,0.0
2025-03-22T22:22:08.393328,297290539,131100482,1876.0,1916.0
2025-03-22T22:22:09.394295,297290539,131100482,0.0,0.0
2025-03-22T22:22:10.396023,297290539,131100482,0.0,0.0
2025-03-22T22:22:11.397322,297292415,131102398,1876.0,1916.0
2025-03-22T22:22:12.399255,297292415,131102398,0.0,0.0
2025-03-22T22:22:13.400381,297293031,131103356,616.0,958.0
2025-03-22T22:22:14.401474,297294291,131104314,1260.0,958.0
