exec,label,timestamp,cpu
1298,talker,1742752314,38.0
1298,talker,1742752315,23.2
1298,talker,1742752316,19.6
1298,talker,1742752317,17.0
1298,talker,1742752318,15.1
1298,talker,1742752319,13.5
1298,talker,1742752320,12.4
1298,talker,1742752321,11.3
1298,talker,1742752322,10.5
1298,talker,1742752323, 9.8
1298,talker,1742752324, 9.2
1298,talker,1742752325, 8.7
1298,talker,1742752326, 8.3
1298,talker,1742752327, 8.0
1298,talker,1742752329, 7.6
1298,talker,1742752330, 6.9
1298,talker,1742752331, 6.6
1298,talker,1742752332, 6.4
1298,talker,1742752333, 6.3
1298,talker,1742752334, 6.0
1298,talker,1742752335, 5.9
1298,talker,1742752336, 5.7
1298,talker,1742752337, 5.5
1298,talker,1742752338, 5.4
1298,talker,1742752340, 5.3
1298,talker,1742752341, 5.2
1298,talker,1742752342, 4.9
1298,talker,1742752343, 4.8
1298,talker,1742752344, 4.7
1298,talker,1742752345, 4.6
1298,talker,1742752346, 4.5
1298,talker,1742752347, 4.4
1298,talker,1742752348, 4.4
1298,talker,1742752349, 4.3
1298,talker,1742752351, 4.2
1298,talker,1742752352, 4.2
1298,talker,1742752353, 4.0
1298,talker,1742752354, 4.0
1298,talker,1742752355, 3.9
1298,talker,1742752356, 3.8
1298,talker,1742752357, 3.8
1298,talker,1742752358, 3.8
1298,talker,1742752359, 3.7
1298,talker,1742752360, 3.7
1298,talker,1742752361, 3.6
1298,talker,1742752362, 3.6
1298,talker,1742752363, 3.5
1298,talker,1742752364, 3.5
1298,talker,1742752365, 3.5
1298,talker,1742752366, 3.4
1298,talker,1742752366, 3.4
1298,talker,1742752367, 3.3
1298,talker,1742752368, 3.3
1298,talker,1742752369, 3.3
1298,talker,1742752370, 3.2
1298,talker,1742752371, 3.2
1298,talker,1742752372, 3.2
1298,talker,1742752373, 3.1
1298,talker,1742752374, 3.1
1298,talker,1742752375, 3.1
1298,talker,1742752376, 3.0
1298,talker,1742752377, 3.0
1298,talker,1742752378, 3.0
1298,talker,1742752379, 2.9
1298,talker,1742752380, 2.9
1298,talker,1742752381, 2.9
1298,talker,1742752381, 2.9
1298,talker,1742752382, 2.9
1298,talker,1742752384, 2.9
1298,talker,1742752385, 2.8
1298,talker,1742752386, 2.8
1298,talker,1742752387, 2.8
1298,talker,1742752388, 2.8
1298,talker,1742752389, 2.7
1298,talker,1742752390, 2.7
1298,talker,1742752391, 2.7
1298,talker,1742752392, 2.7
1298,talker,1742752393, 2.7
1298,talker,1742752394, 2.7
1298,talker,1742752396, 2.7
1298,talker,1742752397, 2.6
1298,talker,1742752398, 2.6
1298,talker,1742752399, 2.6
1298,talker,1742752400, 2.6
1298,talker,1742752401, 2.6
1298,talker,1742752402, 2.6
1298,talker,1742752403, 2.6
1298,talker,1742752404, 2.5
1298,talker,1742752405, 2.5
1298,talker,1742752406, 2.5
1298,talker,1742752407, 2.5
1298,talker,1742752408, 2.5
1298,talker,1742752409, 2.5
1298,talker,1742752410, 2.5
1298,talker,1742752411, 2.4
1298,talker,1742752412, 2.5
1298,talker,1742752413, 2.4
1298,talker,1742752414, 2.4
1298,talker,1742752416, 2.4
1298,talker,1742752417, 2.4
1298,talker,1742752418, 2.4
1298,talker,1742752419, 2.4
1298,talker,1742752420, 2.4
1298,talker,1742752421, 2.4
1298,talker,1742752422, 2.4
1298,talker,1742752423, 2.3
1298,talker,1742752425, 2.3
1298,talker,1742752426, 2.3
1298,talker,1742752427, 2.3
1298,talker,1742752428, 2.3
1298,talker,1742752429, 2.3
1298,talker,1742752430, 2.3
1298,talker,1742752431,
1298,talker,1742752432,
1298,talker,1742752433,
1298,talker,1742752434,
1298,talker,1742752436,
1298,talker,1742752437,
