exec,label,timestamp,cpu,mem
1332,listener,1743038626,0.0,2308.0
1332,listener,1743038627,0.0,2308.0
1332,listener,1743038628,5.9,2308.0
1332,listener,1743038629,0.0,2308.0
1332,listener,1743038630,0.0,2308.0
1332,listener,1743038631,0.0,2308.0
1332,listener,1743038632,6.2,2308.0
1332,listener,1743038634,0.0,2308.0
1332,listener,1743038635,0.0,2308.0
1332,listener,1743038636,0.0,2308.0
1332,listener,1743038637,0.0,2308.0
1332,listener,1743038638,0.0,2308.0
1332,listener,1743038639,0.0,2308.0
1332,listener,1743038640,0.0,2308.0
1332,listener,1743038641,5.9,2308.0
1332,listener,1743038642,0.0,2308.0
1332,listener,1743038643,0.0,2308.0
1332,listener,1743038644,0.0,2308.0
1332,listener,1743038645,0.0,2308.0
1332,listener,1743038646,5.9,2308.0
1332,listener,1743038647,0.0,2308.0
1332,listener,1743038648,0.0,2308.0
1332,listener,1743038649,5.9,2308.0
1332,listener,1743038651,0.0,2308.0
1332,listener,1743038652,6.2,2308.0
1332,listener,1743038653,5.9,2308.0
1332,listener,1743038654,0.0,2308.0
1332,listener,1743038655,0.0,2308.0
1332,listener,1743038656,0.0,2308.0
1332,listener,1743038657,0.0,2308.0
1332,listener,1743038658,0.0,2308.0
1332,listener,1743038659,0.0,2308.0
1332,listener,1743038660,0.0,2308.0
1332,listener,1743038661,0.0,2308.0
1332,listener,1743038662,0.0,2308.0
1332,listener,1743038663,0.0,2308.0
1332,listener,1743038664,0.0,2308.0
1332,listener,1743038665,6.2,2308.0
1332,listener,1743038666,0.0,2308.0
1332,listener,1743038667,0.0,2308.0
1332,listener,1743038668,0.0,2308.0
1332,listener,1743038670,0.0,2308.0
1332,listener,1743038671,11.8,2308.0
1332,listener,1743038672,0.0,2308.0
1332,listener,1743038673,0.0,2308.0
1332,listener,1743038674,0.0,2308.0
1332,listener,1743038675,0.0,2308.0
1332,listener,1743038676,0.0,2308.0
1332,listener,1743038677,0.0,2308.0
1332,listener,1743038678,0.0,2308.0
1332,listener,1743038679,0.0,2308.0
1332,listener,1743038680,0.0,2308.0
1332,listener,1743038681,0.0,2308.0
1332,listener,1743038682,0.0,2308.0
1332,listener,1743038683,0.0,2308.0
1332,listener,1743038684,0.0,2308.0
1332,listener,1743038685,5.9,2308.0
1332,listener,1743038686,5.9,2308.0
1332,listener,1743038687,0.0,2308.0
1332,listener,1743038689,0.0,2308.0
1332,listener,1743038690,0.0,2308.0
1332,listener,1743038691,0.0,2308.0
1332,listener,1743038692,0.0,2308.0
1332,listener,1743038693,0.0,2308.0
1332,listener,1743038694,0.0,2308.0
1332,listener,1743038695,0.0,2308.0
1332,listener,1743038696,0.0,2308.0
1332,listener,1743038697,0.0,2308.0
1332,listener,1743038698,0.0,2308.0
1332,listener,1743038699,0.0,2308.0
1332,listener,1743038700,0.0,2308.0
1332,listener,1743038701,0.0,2308.0
1332,listener,1743038702,0.0,2308.0
1332,listener,1743038703,0.0,2308.0
1332,listener,1743038704,0.0,2308.0
1332,listener,1743038706,0.0,2308.0
1332,listener,1743038707,0.0,2308.0
1332,listener,1743038708,0.0,2308.0
1332,listener,1743038709,0.0,2308.0
1332,listener,1743038710,0.0,2308.0
1332,listener,1743038711,0.0,2308.0
1332,listener,1743038712,0.0,2308.0
1332,listener,1743038713,0.0,2308.0
1332,listener,1743038714,0.0,2308.0
1332,listener,1743038715,0.0,2308.0
1332,listener,1743038716,5.9,2308.0
1332,listener,1743038717,0.0,2308.0
1332,listener,1743038718,0.0,2308.0
1332,listener,1743038719,0.0,2308.0
1332,listener,1743038720,0.0,2308.0
1332,listener,1743038721,0.0,2308.0
1332,listener,1743038722,5.9,2308.0
1332,listener,1743038723,0.0,2308.0
1332,listener,1743038725,5.9,2308.0
1332,listener,1743038726,0.0,2308.0
1332,listener,1743038727,0.0,2308.0
1332,listener,1743038728,5.9,2308.0
1332,listener,1743038729,0.0,2308.0
1332,listener,1743038730,0.0,2308.0
1332,listener,1743038731,0.0,2308.0
1332,listener,1743038732,0.0,2308.0
1332,listener,1743038733,0.0,2308.0
1332,listener,1743038734,0.0,2308.0
1332,listener,1743038735,0.0,2308.0
1332,listener,1743038736,0.0,2308.0
1332,listener,1743038737,5.9,2308.0
1332,listener,1743038738,0.0,2308.0
1332,listener,1743038739,6.2,2308.0
1332,listener,1743038740,0.0,2308.0
1332,listener,1743038741,0.0,2308.0
1332,listener,1743038742,0.0,2308.0
1332,listener,1743038744,0.0,2308.0
1332,listener,1743038745,0.0,2308.0
1332,listener,1743038746,0.0,2308.0
1332,listener,1743038747,0.0,2308.0
1332,listener,1743038748,0.0,2308.0
1332,listener,1743038749,0.0,0.0
