exec,label,timestamp,cpu
241,talker,1742850388,39.2
241,talker,1742850389,31.8
241,talker,1742850390,26.8
241,talker,1742850391,23.2
241,talker,1742850392,23.5
241,talker,1742850392,20.8
241,talker,1742850393,18.7
241,talker,1742850394,17.1
241,talker,1742850395,15.8
241,talker,1742850396,14.6
241,talker,1742850397,13.6
241,talker,1742850398,12.7
241,talker,1742850399,12.0
241,talker,1742850400,11.4
241,talker,1742850401,11.0
241,talker,1742850402,10.5
241,talker,1742850403,10.0
241,talker,1742850404, 9.6
241,talker,1742850405, 9.3
241,talker,1742850406, 9.0
241,talker,1742850407, 9.0
241,talker,1742850408, 8.7
241,talker,1742850409, 8.5
241,talker,1742850409, 8.3
241,talker,1742850410, 8.0
241,talker,1742850411, 7.8
241,talker,1742850412, 7.6
241,talker,1742850413, 7.4
241,talker,1742850414, 7.2
241,talker,1742850415, 7.0
241,talker,1742850416, 6.9
241,talker,1742850417, 6.8
241,talker,1742850418, 6.6
241,talker,1742850419, 6.5
241,talker,1742850420, 6.4
241,talker,1742850421, 6.2
241,talker,1742850422, 6.1
241,talker,1742850423, 6.0
241,talker,1742850424, 6.1
241,talker,1742850425, 6.0
241,talker,1742850426, 5.9
241,talker,1742850426, 5.8
241,talker,1742850427, 5.7
241,talker,1742850428, 5.6
241,talker,1742850429, 5.6
241,talker,1742850430, 5.5
241,talker,1742850431, 5.4
241,talker,1742850432, 5.3
241,talker,1742850433, 5.3
241,talker,1742850434, 5.2
241,talker,1742850435, 5.1
241,talker,1742850436, 5.1
241,talker,1742850437, 5.0
241,talker,1742850438, 5.0
241,talker,1742850439, 4.9
241,talker,1742850440, 4.8
241,talker,1742850441, 4.8
241,talker,1742850442, 4.7
241,talker,1742850443, 4.8
241,talker,1742850444, 4.7
241,talker,1742850445, 4.7
241,talker,1742850446, 4.6
241,talker,1742850447, 4.6
241,talker,1742850447, 4.6
241,talker,1742850448, 4.5
241,talker,1742850449, 4.5
241,talker,1742850450, 4.4
241,talker,1742850451, 4.4
241,talker,1742850452, 4.4
241,talker,1742850453, 4.3
241,talker,1742850454, 4.3
241,talker,1742850455, 4.2
241,talker,1742850456, 4.2
241,talker,1742850457, 4.2
241,talker,1742850458, 4.2
241,talker,1742850459, 4.1
241,talker,1742850460, 4.1
241,talker,1742850461, 4.1
241,talker,1742850462, 4.1
241,talker,1742850463, 4.0
241,talker,1742850464, 4.0
241,talker,1742850465, 4.0
241,talker,1742850466, 4.0
241,talker,1742850467, 4.0
241,talker,1742850467, 3.9
241,talker,1742850468, 3.9
241,talker,1742850469, 3.9
241,talker,1742850470, 3.9
241,talker,1742850471, 3.9
241,talker,1742850472, 3.8
241,talker,1742850473, 3.8
241,talker,1742850474, 3.8
241,talker,1742850475, 3.8
241,talker,1742850476, 3.8
241,talker,1742850477, 3.7
241,talker,1742850478, 3.7
241,talker,1742850479, 3.7
241,talker,1742850480, 3.7
241,talker,1742850481, 3.7
241,talker,1742850482, 3.6
241,talker,1742850483, 3.6
241,talker,1742850484, 3.6
241,talker,1742850485, 3.6
241,talker,1742850486, 3.6
241,talker,1742850487, 3.6
241,talker,1742850487, 3.6
241,talker,1742850488, 3.6
241,talker,1742850489, 3.5
241,talker,1742850490, 3.5
241,talker,1742850491, 3.5
241,talker,1742850492, 3.5
241,talker,1742850493, 3.5
241,talker,1742850494, 3.5
241,talker,1742850495, 3.4
241,talker,1742850496, 3.4
241,talker,1742850497, 3.4
241,talker,1742850498, 3.4
241,talker,1742850499, 3.4
241,talker,1742850500, 3.4
241,talker,1742850501, 3.4
241,talker,1742850502, 3.4
241,talker,1742850503, 3.3
241,talker,1742850504, 3.3
241,talker,1742850505, 3.3
241,talker,1742850506,
241,talker,1742850507,
241,talker,1742850508,
241,talker,1742850508,
241,talker,1742850509,
241,talker,1742850510,
241,talker,1742850511,
