timestamp,rx_bytes,tx_bytes,rx_rate_bps,tx_rate_bps
2025-04-10T05:24:10.157258,815262933,513216197,1876.0,1916.0
2025-04-10T05:24:11.158595,815263001,513216288,68.0,91.0
2025-04-10T05:24:12.160637,815263001,513216288,0.0,0.0
2025-04-10T05:24:13.162732,815265321,513218462,2320.0,2174.0
2025-04-10T05:24:14.164365,815265321,513218462,0.0,0.0
2025-04-10T05:24:15.166126,815265321,513218462,0.0,0.0
2025-04-10T05:24:16.167867,815267197,513220378,1876.0,1916.0
2025-04-10T05:24:17.169480,815275544,513226344,8347.0,5966.0
2025-04-10T05:24:18.171287,815282522,513230112,6978.0,3768.0
2025-04-10T05:24:19.172491,815284398,513232028,1876.0,1916.0
2025-04-10T05:24:20.174320,815284398,513232028,0.0,0.0
2025-04-10T05:24:21.176602,815284398,513232028,0.0,0.0
2025-04-10T05:24:22.178694,815286496,513234116,2098.0,2088.0
2025-04-10T05:24:23.180684,815286496,513234116,0.0,0.0
2025-04-10T05:24:24.182717,815286817,513234575,321.0,459.0
2025-04-10T05:24:25.185005,815288961,513236764,2144.0,2189.0
2025-04-10T05:24:26.187367,815289028,513236855,67.0,91.0
2025-04-10T05:24:27.188481,815289028,513236855,0.0,0.0
2025-04-10T05:24:28.189659,815290971,513238862,1943.0,2007.0
2025-04-10T05:24:29.192004,815290971,513238862,0.0,0.0
2025-04-10T05:24:30.194194,815291407,513238982,436.0,120.0
2025-04-10T05:24:31.195944,815293350,513240989,1943.0,2007.0
2025-04-10T05:24:32.197635,815293350,513240989,0.0,0.0
2025-04-10T05:24:33.198361,815293482,513241161,132.0,172.0
2025-04-10T05:24:34.200101,815295358,513243077,1876.0,1916.0
2025-04-10T05:24:35.201547,815295358,513243077,0.0,0.0
2025-04-10T05:24:36.202516,815295358,513243077,0.0,0.0
2025-04-10T05:24:37.203554,815297561,513245428,2203.0,2351.0
2025-04-10T05:24:38.205883,815297762,513245519,201.0,91.0
2025-04-10T05:24:39.207742,815297762,513245519,0.0,0.0
2025-04-10T05:24:40.209462,815299638,513247435,1876.0,1916.0
2025-04-10T05:24:41.211635,815299680,513247497,42.0,62.0
2025-04-10T05:24:42.213940,815299680,513247497,0.0,0.0
2025-04-10T05:24:43.215549,815301556,513249413,1876.0,1916.0
2025-04-10T05:24:44.216681,815301810,513249690,254.0,277.0
2025-04-10T05:24:45.218507,815302078,513250054,268.0,364.0
2025-04-10T05:24:46.220586,815304021,513252061,1943.0,2007.0
2025-04-10T05:24:47.222445,815304088,513256875,67.0,4814.0
2025-04-10T05:24:48.224233,815311804,513259968,7716.0,3093.0
2025-04-10T05:24:49.226073,815313680,513261884,1876.0,1916.0
2025-04-10T05:24:50.227887,815321413,513272171,7733.0,10287.0
2025-04-10T05:24:51.229680,815321480,513272262,67.0,91.0
2025-04-10T05:24:52.231419,815323410,513274178,1930.0,1916.0
2025-04-10T05:24:53.233268,815323498,513274240,88.0,62.0
2025-04-10T05:24:54.234972,815323498,513274240,0.0,0.0
2025-04-10T05:24:55.236647,815325374,513276156,1876.0,1916.0
2025-04-10T05:24:56.238506,815325374,513276238,0.0,82.0
2025-04-10T05:24:57.240484,815331884,513283126,6510.0,6888.0
2025-04-10T05:24:58.242347,815333881,513285133,1997.0,2007.0
2025-04-10T05:24:59.244190,815343539,513295415,9658.0,10282.0
2025-04-10T05:25:00.245534,815345151,513296305,1612.0,890.0
2025-04-10T05:25:01.247501,815347717,513298961,2566.0,2656.0
2025-04-10T05:25:02.249681,815347784,513299052,67.0,91.0
2025-04-10T05:25:03.251383,815347851,513299143,67.0,91.0
2025-04-10T05:25:04.253120,815349794,513301150,1943.0,2007.0
2025-04-10T05:25:05.254848,815349836,513301150,42.0,0.0
2025-04-10T05:25:06.256557,815349836,513301150,0.0,0.0
2025-04-10T05:25:07.257750,815351779,513303157,1943.0,2007.0
2025-04-10T05:25:08.259611,815351779,513303157,0.0,0.0
2025-04-10T05:25:09.261695,815368273,513309913,16494.0,6756.0
2025-04-10T05:25:10.263939,815388002,513320384,19729.0,10471.0
2025-04-10T05:25:11.265475,815422863,513320900,34861.0,516.0
2025-04-10T05:25:12.266518,815422863,513320900,0.0,0.0
2025-04-10T05:25:13.267665,815424739,513322816,1876.0,1916.0
2025-04-10T05:25:14.269548,815424848,513322969,109.0,153.0
2025-04-10T05:25:15.270653,815424848,513322969,0.0,0.0
2025-04-10T05:25:16.272553,815427168,513325143,2320.0,2174.0
2025-04-10T05:25:17.274909,815435154,513327990,7986.0,2847.0
2025-04-10T05:25:18.276641,815435286,513328162,132.0,172.0
2025-04-10T05:25:19.278349,815437281,513330173,1995.0,2011.0
2025-04-10T05:25:20.279593,815437549,513330537,268.0,364.0
2025-04-10T05:25:21.281341,815437750,513330810,201.0,273.0
2025-04-10T05:25:22.282517,815439915,513333075,2165.0,2265.0
2025-04-10T05:25:23.284594,815439981,513333075,66.0,0.0
2025-04-10T05:25:24.286684,815440048,513333166,67.0,91.0
2025-04-10T05:25:25.288968,815441924,513335082,1876.0,1916.0
2025-04-10T05:25:26.291232,815441924,513335082,0.0,0.0
2025-04-10T05:25:27.293253,815441991,513335173,67.0,91.0
2025-04-10T05:25:28.295204,815443867,513337089,1876.0,1916.0
2025-04-10T05:25:29.297301,815443867,513337089,0.0,0.0
2025-04-10T05:25:30.299466,815443867,513337089,0.0,0.0
2025-04-10T05:25:31.300681,815445743,513339005,1876.0,1916.0
2025-04-10T05:25:32.302524,815451407,513353435,5664.0,14430.0
2025-04-10T05:25:33.304549,815457941,513355748,6534.0,2313.0
2025-04-10T05:25:34.305406,815459883,513357664,1942.0,1916.0
2025-04-10T05:25:35.306396,815459883,513357664,0.0,0.0
2025-04-10T05:25:36.308186,815459883,513357664,0.0,0.0
2025-04-10T05:25:37.309376,815461759,513359580,1876.0,1916.0
2025-04-10T05:25:38.310594,815461759,513359580,0.0,0.0
2025-04-10T05:25:39.312400,815461759,513359580,0.0,0.0
2025-04-10T05:25:40.314235,815464007,513361869,2248.0,2289.0
2025-04-10T05:25:41.315654,815464275,513362233,268.0,364.0
2025-04-10T05:25:42.317484,815464342,513362415,67.0,182.0
2025-04-10T05:25:43.319333,815466285,513364331,1943.0,1916.0
2025-04-10T05:25:44.321175,815466511,513364621,226.0,290.0
2025-04-10T05:25:45.322463,815466511,513364856,0.0,235.0
2025-04-10T05:25:46.323480,815468387,513367007,1876.0,2151.0
2025-04-10T05:25:47.325553,815468454,513367333,67.0,326.0
2025-04-10T05:25:48.326374,815468496,513367630,42.0,297.0
2025-04-10T05:25:49.327980,815470372,513369546,1876.0,1916.0
2025-04-10T05:25:50.329244,815470372,513369546,0.0,0.0
2025-04-10T05:25:51.330997,815470372,513369546,0.0,0.0
2025-04-10T05:25:52.332700,815472248,513371462,1876.0,1916.0
2025-04-10T05:25:53.334391,815472248,513371462,0.0,0.0
2025-04-10T05:25:54.335684,815472315,513371553,67.0,91.0
2025-04-10T05:25:55.337494,815474191,513373469,1876.0,1916.0
2025-04-10T05:25:56.338534,815480438,513379996,6247.0,6527.0
2025-04-10T05:25:57.339350,815480438,513379996,0.0,0.0
2025-04-10T05:25:58.340217,815482314,513381912,1876.0,1916.0
2025-04-10T05:25:59.341433,815482314,513381912,0.0,0.0
2025-04-10T05:26:00.342389,815483241,513382743,927.0,831.0
2025-04-10T05:26:01.344212,815485520,513385205,2279.0,2462.0
2025-04-10T05:26:02.345350,815485656,513385296,136.0,91.0
2025-04-10T05:26:03.347175,815485791,513385473,135.0,177.0
2025-04-10T05:26:04.348390,815487736,513387480,1945.0,2007.0
2025-04-10T05:26:05.349422,815490633,513387480,2897.0,0.0
2025-04-10T05:26:06.351159,815493678,513387480,3045.0,0.0
2025-04-10T05:26:07.352426,815496998,513390840,3320.0,3360.0
2025-04-10T05:26:08.353747,815497067,513390931,69.0,91.0
2025-04-10T05:26:09.355416,815497067,513390931,0.0,0.0
