exec,label,timestamp,cpu
964,listener,1742987410,13.2
964,listener,1742987411,10.8
964,listener,1742987412, 9.1
964,listener,1742987413, 8.0
964,listener,1742987414, 7.2
964,listener,1742987415, 6.4
964,listener,1742987416, 5.9
964,listener,1742987417, 5.4
964,listener,1742987418, 5.0
964,listener,1742987419, 4.8
964,listener,1742987420, 4.5
964,listener,1742987421, 4.3
964,listener,1742987422, 4.1
964,listener,1742987423, 3.7
964,listener,1742987424, 3.5
964,listener,1742987425, 3.4
964,listener,1742987426, 3.3
964,listener,1742987427, 3.2
964,listener,1742987428, 3.1
964,listener,1742987430, 3.0
964,listener,1742987431, 3.0
964,listener,1742987432, 2.9
964,listener,1742987433, 2.8
964,listener,1742987434, 2.7
964,listener,1742987435, 2.7
964,listener,1742987436, 2.7
964,listener,1742987437, 2.6
964,listener,1742987438, 2.5
964,listener,1742987439, 2.5
964,listener,1742987440, 2.5
964,listener,1742987441, 2.4
964,listener,1742987442, 2.4
964,listener,1742987443, 2.3
964,listener,1742987444, 2.3
964,listener,1742987445, 2.3
964,listener,1742987446, 2.2
964,listener,1742987447, 2.2
964,listener,1742987448, 2.2
964,listener,1742987449, 2.2
964,listener,1742987450, 2.1
964,listener,1742987451, 2.1
964,listener,1742987452, 2.1
964,listener,1742987453, 2.0
964,listener,1742987454, 2.0
964,listener,1742987455, 2.0
964,listener,1742987456, 2.0
964,listener,1742987457, 2.0
964,listener,1742987458, 2.0
964,listener,1742987459, 2.0
964,listener,1742987460, 1.9
964,listener,1742987461, 1.9
964,listener,1742987462, 1.9
964,listener,1742987463, 1.9
964,listener,1742987464, 1.9
964,listener,1742987465, 1.8
964,listener,1742987466, 1.8
964,listener,1742987467, 1.8
964,listener,1742987468, 1.8
964,listener,1742987469, 1.8
964,listener,1742987470, 1.8
964,listener,1742987471, 1.8
964,listener,1742987472, 1.8
964,listener,1742987473, 1.7
964,listener,1742987474, 1.7
964,listener,1742987475, 1.7
964,listener,1742987476, 1.7
964,listener,1742987477, 1.7
964,listener,1742987478, 1.7
964,listener,1742987479, 1.7
964,listener,1742987480, 1.7
964,listener,1742987482, 1.6
964,listener,1742987483, 1.6
964,listener,1742987484, 1.6
964,listener,1742987485, 1.6
964,listener,1742987486, 1.6
964,listener,1742987487, 1.6
964,listener,1742987488, 1.6
964,listener,1742987489, 1.6
964,listener,1742987490, 1.6
964,listener,1742987491, 1.6
964,listener,1742987492, 1.6
964,listener,1742987493, 1.6
964,listener,1742987494, 1.6
964,listener,1742987495, 1.5
964,listener,1742987496, 1.6
964,listener,1742987497, 1.5
964,listener,1742987498, 1.5
964,listener,1742987499, 1.5
964,listener,1742987500, 1.5
964,listener,1742987501, 1.5
964,listener,1742987502, 1.5
964,listener,1742987503, 1.5
964,listener,1742987504, 1.5
964,listener,1742987505, 1.5
964,listener,1742987506, 1.5
964,listener,1742987507, 1.5
964,listener,1742987508, 1.5
964,listener,1742987509, 1.5
964,listener,1742987510, 1.5
964,listener,1742987511, 1.5
964,listener,1742987512, 1.5
964,listener,1742987513, 1.5
964,listener,1742987514, 1.5
964,listener,1742987515, 1.5
964,listener,1742987516, 1.4
964,listener,1742987517, 1.4
964,listener,1742987518, 1.4
964,listener,1742987519, 1.4
964,listener,1742987520, 1.4
964,listener,1742987521, 1.4
964,listener,1742987522, 1.4
964,listener,1742987523, 1.4
964,listener,1742987524, 1.4
964,listener,1742987525, 1.4
964,listener,1742987526, 1.4
964,listener,1742987527, 1.4
964,listener,1742987529, 1.4
964,listener,1742987530, 1.4
964,listener,1742987531, 1.4
964,listener,1742987532, 1.4
964,listener,1742987533, 1.4
