exec,label,timestamp,cpu,mem
83,talker,1743814043,0.0,2772.0
83,talker,1743814043,0.0,2772.0
83,talker,1743814044,0.0,2772.0
83,talker,1743814045,0.0,2772.0
83,talker,1743814046,0.0,2772.0
83,talker,1743814047,0.0,2772.0
83,talker,1743814048,0.0,2772.0
83,talker,1743814049,0.0,2772.0
83,talker,1743814050,5.9,2772.0
83,talker,1743814051,0.0,2772.0
83,talker,1743814052,0.0,2772.0
83,talker,1743814053,5.9,2772.0
83,talker,1743814054,0.0,2772.0
83,talker,1743814055,0.0,2772.0
83,talker,1743814056,5.9,2772.0
83,talker,1743814056,0.0,2772.0
83,talker,1743814057,0.0,2772.0
83,talker,1743814058,0.0,2772.0
83,talker,1743814059,5.9,2772.0
83,talker,1743814060,0.0,2772.0
83,talker,1743814061,0.0,2772.0
83,talker,1743814062,0.0,2772.0
83,talker,1743814063,5.9,2772.0
83,talker,1743814064,5.9,2772.0
83,talker,1743814065,0.0,2772.0
83,talker,1743814066,0.0,2772.0
83,talker,1743814066,5.9,2772.0
83,talker,1743814067,0.0,2772.0
83,talker,1743814068,0.0,2772.0
83,talker,1743814069,0.0,2772.0
83,talker,1743814070,0.0,2772.0
83,talker,1743814071,5.9,2772.0
83,talker,1743814072,0.0,2772.0
83,talker,1743814073,5.9,2772.0
83,talker,1743814074,0.0,2772.0
83,talker,1743814075,0.0,2772.0
83,talker,1743814076,0.0,2772.0
83,talker,1743814077,0.0,2772.0
83,talker,1743814077,5.9,2772.0
83,talker,1743814078,0.0,2772.0
83,talker,1743814079,0.0,2772.0
83,talker,1743814080,0.0,2772.0
83,talker,1743814081,5.9,2772.0
83,talker,1743814082,0.0,2772.0
83,talker,1743814083,0.0,2772.0
83,talker,1743814084,5.9,2772.0
83,talker,1743814085,5.9,2772.0
83,talker,1743814086,0.0,2772.0
83,talker,1743814087,0.0,2772.0
83,talker,1743814088,6.2,2772.0
83,talker,1743814088,0.0,2772.0
83,talker,1743814089,0.0,2772.0
83,talker,1743814090,5.9,2772.0
83,talker,1743814091,5.9,2772.0
83,talker,1743814092,0.0,2772.0
83,talker,1743814093,0.0,2772.0
83,talker,1743814094,0.0,2772.0
83,talker,1743814095,0.0,2772.0
83,talker,1743814096,5.9,2772.0
83,talker,1743814097,0.0,2772.0
83,talker,1743814098,0.0,2772.0
83,talker,1743814098,0.0,2772.0
83,talker,1743814099,0.0,2772.0
83,talker,1743814100,0.0,2772.0
83,talker,1743814101,0.0,2772.0
83,talker,1743814102,5.9,2772.0
83,talker,1743814103,0.0,2772.0
83,talker,1743814104,0.0,2772.0
83,talker,1743814105,5.9,2772.0
83,talker,1743814106,5.9,2772.0
83,talker,1743814107,0.0,2772.0
83,talker,1743814108,0.0,2772.0
83,talker,1743814109,0.0,2772.0
83,talker,1743814109,0.0,2772.0
83,talker,1743814110,0.0,2772.0
83,talker,1743814111,0.0,2772.0
83,talker,1743814112,11.8,2772.0
83,talker,1743814113,0.0,2772.0
83,talker,1743814114,0.0,2772.0
83,talker,1743814115,0.0,2772.0
83,talker,1743814116,6.2,2772.0
83,talker,1743814117,0.0,2772.0
83,talker,1743814118,0.0,2772.0
83,talker,1743814119,0.0,2772.0
83,talker,1743814119,0.0,2772.0
83,talker,1743814120,5.9,2772.0
83,talker,1743814121,0.0,2772.0
83,talker,1743814122,0.0,2772.0
83,talker,1743814123,6.2,2772.0
83,talker,1743814124,0.0,2772.0
83,talker,1743814125,0.0,2772.0
83,talker,1743814126,5.9,2772.0
83,talker,1743814127,5.9,2772.0
83,talker,1743814128,0.0,2772.0
83,talker,1743814129,0.0,2772.0
83,talker,1743814130,5.9,2772.0
83,talker,1743814131,0.0,2772.0
83,talker,1743814131,0.0,2772.0
83,talker,1743814132,0.0,2772.0
83,talker,1743814133,0.0,2772.0
83,talker,1743814134,0.0,2772.0
83,talker,1743814135,5.9,2772.0
83,talker,1743814136,0.0,2772.0
83,talker,1743814137,0.0,2772.0
83,talker,1743814138,5.9,2772.0
83,talker,1743814139,0.0,2772.0
83,talker,1743814140,0.0,2772.0
83,talker,1743814141,5.9,2772.0
83,talker,1743814141,0.0,2772.0
83,talker,1743814142,0.0,2772.0
83,talker,1743814143,0.0,2772.0
83,talker,1743814144,5.9,2772.0
83,talker,1743814145,0.0,2772.0
83,talker,1743814146,0.0,2772.0
83,talker,1743814147,5.9,2772.0
83,talker,1743814148,5.9,2772.0
83,talker,1743814149,0.0,2772.0
83,talker,1743814150,0.0,2772.0
83,talker,1743814151,5.9,2772.0
83,talker,1743814152,0.0,2772.0
83,talker,1743814152,0.0,2772.0
83,talker,1743814153,5.9,2772.0
83,talker,1743814154,0.0,2772.0
83,talker,1743814155,0.0,2772.0
83,talker,1743814156,5.9,2772.0
83,talker,1743814157,0.0,2772.0
83,talker,1743814158,0.0,2772.0
83,talker,1743814159,0.0,2772.0
83,talker,1743814160,5.9,2772.0
83,talker,1743814161,0.0,0.0
83,talker,1743814162,0.0,0.0
83,talker,1743814163,0.0,0.0
83,talker,1743814163,0.0,0.0
83,talker,1743814164,0.0,0.0
83,talker,1743814165,0.0,0.0
