exec,label,timestamp,cpu,mem
522,listener,1744198022,6.2,2308.0
522,listener,1744198023,11.8,2308.0
522,listener,1744198024,11.8,2308.0
522,listener,1744198025,11.8,2308.0
522,listener,1744198026,11.8,2308.0
522,listener,1744198027,11.8,2308.0
522,listener,1744198028,11.8,2308.0
522,listener,1744198029,17.6,2308.0
522,listener,1744198030,11.8,2308.0
522,listener,1744198031,11.8,2308.0
522,listener,1744198032,11.8,2308.0
522,listener,1744198033,11.8,2308.0
522,listener,1744198034,17.6,2308.0
522,listener,1744198035,17.6,2308.0
522,listener,1744198036,11.8,2308.0
522,listener,1744198037,11.8,2308.0
522,listener,1744198038,11.8,2308.0
522,listener,1744198039,11.8,2308.0
522,listener,1744198040,23.5,2308.0
522,listener,1744198041,11.8,2308.0
522,listener,1744198042,17.6,2308.0
522,listener,1744198043,5.9,2308.0
522,listener,1744198044,0.0,2308.0
522,listener,1744198045,5.9,2308.0
522,listener,1744198046,11.8,2308.0
522,listener,1744198046,17.6,2308.0
522,listener,1744198047,11.8,2308.0
522,listener,1744198048,11.8,2308.0
522,listener,1744198049,11.8,2308.0
522,listener,1744198050,11.8,2308.0
522,listener,1744198051,11.8,2308.0
522,listener,1744198052,11.8,2308.0
522,listener,1744198053,11.8,2308.0
522,listener,1744198054,11.8,2308.0
522,listener,1744198055,11.8,2308.0
522,listener,1744198056,11.8,2308.0
522,listener,1744198057,11.8,2308.0
522,listener,1744198058,11.8,2308.0
522,listener,1744198059,11.8,2308.0
522,listener,1744198060,11.8,2308.0
522,listener,1744198061,17.6,2308.0
522,listener,1744198062,11.8,2308.0
522,listener,1744198063,11.8,2308.0
522,listener,1744198064,17.6,2308.0
522,listener,1744198065,11.8,2308.0
522,listener,1744198066,11.8,2308.0
522,listener,1744198067,11.8,2308.0
522,listener,1744198068,5.9,2308.0
522,listener,1744198069,17.6,2308.0
522,listener,1744198070,17.6,2308.0
522,listener,1744198071,17.6,2308.0
522,listener,1744198072,11.8,2308.0
522,listener,1744198073,11.8,2308.0
522,listener,1744198074,5.9,2308.0
522,listener,1744198075,0.0,2308.0
522,listener,1744198076,0.0,2308.0
522,listener,1744198077,5.9,2308.0
522,listener,1744198078,5.9,2308.0
522,listener,1744198079,11.1,2308.0
522,listener,1744198080,5.9,2308.0
522,listener,1744198081,11.8,2308.0
522,listener,1744198082,11.8,2308.0
522,listener,1744198083,17.6,2308.0
522,listener,1744198084,11.8,2308.0
522,listener,1744198085,11.8,2308.0
522,listener,1744198086,11.8,2308.0
522,listener,1744198087,11.8,2308.0
522,listener,1744198088,11.8,2308.0
522,listener,1744198089,11.8,2308.0
522,listener,1744198090,11.8,2308.0
522,listener,1744198091,11.8,2308.0
522,listener,1744198092,11.8,2308.0
522,listener,1744198093,17.6,2308.0
522,listener,1744198094,11.8,2308.0
522,listener,1744198095,11.8,2308.0
522,listener,1744198096,11.8,2308.0
522,listener,1744198097,11.8,2308.0
522,listener,1744198098,11.8,2308.0
522,listener,1744198099,17.6,2308.0
522,listener,1744198100,11.8,2308.0
522,listener,1744198101,11.8,2308.0
522,listener,1744198102,17.6,2308.0
522,listener,1744198103,11.8,2308.0
522,listener,1744198104,11.8,2308.0
522,listener,1744198105,11.8,2308.0
522,listener,1744198106,11.8,2308.0
522,listener,1744198107,11.8,2308.0
522,listener,1744198108,11.8,2308.0
522,listener,1744198109,11.8,2308.0
522,listener,1744198110,11.8,2308.0
522,listener,1744198111,11.8,2308.0
522,listener,1744198112,11.8,2308.0
522,listener,1744198113,11.8,2308.0
522,listener,1744198114,11.8,2308.0
522,listener,1744198115,11.8,2308.0
522,listener,1744198116,11.8,2308.0
522,listener,1744198117,17.6,2308.0
522,listener,1744198118,11.8,2308.0
522,listener,1744198119,17.6,2308.0
522,listener,1744198120,12.5,2308.0
522,listener,1744198121,11.8,2308.0
522,listener,1744198122,11.8,2308.0
522,listener,1744198123,11.8,2308.0
522,listener,1744198124,11.8,2308.0
522,listener,1744198125,17.6,2308.0
522,listener,1744198126,11.8,2308.0
522,listener,1744198127,11.8,2308.0
522,listener,1744198128,11.8,2308.0
522,listener,1744198129,17.6,2308.0
522,listener,1744198130,12.5,2308.0
522,listener,1744198131,17.6,2308.0
522,listener,1744198132,11.8,2308.0
522,listener,1744198133,11.8,2308.0
522,listener,1744198134,5.9,2308.0
522,listener,1744198135,5.9,2308.0
522,listener,1744198136,0.0,2308.0
522,listener,1744198137,0.0,2308.0
522,listener,1744198138,5.9,2308.0
522,listener,1744198139,0.0,2308.0
522,listener,1744198140,0.0,2308.0
522,listener,1744198141,0.0,2308.0
522,listener,1744198142,0.0,2308.0
522,listener,1744198143,0.0,2308.0
522,listener,1744198144,0.0,2308.0
522,listener,1744198145,0.0,0.0
