exec,label,timestamp,cpu
818,talker,1744241627,46.6
818,talker,1744241628,36.2
818,talker,1744241629,29.8
818,talker,1744241630,26.0
818,talker,1744241631,23.0
818,talker,1744241632,20.7
818,talker,1744241633,19.1
818,talker,1744241634,17.5
818,talker,1744241635,16.1
818,talker,1744241636,15.0
818,talker,1744241636,14.1
818,talker,1744241637,13.4
818,talker,1744241638,12.8
818,talker,1744241639,12.3
818,talker,1744241640,12.0
818,talker,1744241641,11.6
818,talker,1744241643,11.2
818,talker,1744241644,10.9
818,talker,1744241645,10.6
818,talker,1744241646,10.4
818,talker,1744241647,10.2
818,talker,1744241648,10.0
818,talker,1744241649, 9.9
818,talker,1744241650, 9.7
818,talker,1744241651, 9.5
818,talker,1744241652, 9.3
818,talker,1744241653, 9.2
818,talker,1744241654, 9.1
818,talker,1744241655, 8.9
818,talker,1744241656, 8.8
818,talker,1744241657, 8.7
818,talker,1744241658, 8.7
818,talker,1744241659, 8.6
818,talker,1744241660, 8.5
818,talker,1744241661, 8.4
818,talker,1744241662, 8.3
818,talker,1744241663, 8.3
818,talker,1744241664, 8.2
818,talker,1744241665, 7.9
818,talker,1744241666, 7.9
818,talker,1744241667, 7.8
818,talker,1744241668, 7.8
818,talker,1744241670, 7.7
818,talker,1744241671, 7.7
818,talker,1744241672, 7.6
818,talker,1744241673, 7.6
818,talker,1744241674, 7.6
818,talker,1744241675, 7.5
818,talker,1744241676, 7.5
818,talker,1744241677, 7.4
818,talker,1744241678, 7.4
818,talker,1744241679, 7.4
818,talker,1744241680, 7.3
818,talker,1744241681, 7.3
818,talker,1744241682, 7.2
818,talker,1744241683, 7.2
818,talker,1744241684, 7.2
818,talker,1744241685, 7.2
818,talker,1744241686, 7.1
818,talker,1744241687, 7.2
818,talker,1744241688, 7.1
818,talker,1744241689, 7.1
818,talker,1744241690, 7.1
818,talker,1744241691, 7.1
818,talker,1744241692, 6.9
818,talker,1744241693, 6.9
818,talker,1744241694, 6.9
818,talker,1744241696, 6.9
818,talker,1744241697, 6.8
818,talker,1744241698, 6.8
818,talker,1744241699, 6.8
818,talker,1744241700, 6.8
818,talker,1744241701, 6.8
818,talker,1744241702, 6.8
818,talker,1744241703, 6.8
818,talker,1744241704, 6.7
818,talker,1744241705, 6.7
818,talker,1744241706, 6.7
818,talker,1744241707, 6.7
818,talker,1744241708, 6.7
818,talker,1744241709, 6.7
818,talker,1744241710, 6.7
818,talker,1744241711, 6.6
818,talker,1744241712, 6.6
818,talker,1744241713, 6.6
818,talker,1744241714, 6.6
818,talker,1744241715, 6.6
818,talker,1744241716, 6.6
818,talker,1744241717, 6.6
818,talker,1744241718, 6.5
818,talker,1744241719, 6.5
818,talker,1744241720, 6.5
818,talker,1744241721, 6.5
818,talker,1744241723, 6.5
818,talker,1744241724, 6.4
818,talker,1744241725, 6.4
818,talker,1744241726, 6.4
818,talker,1744241727, 6.4
818,talker,1744241728, 6.4
818,talker,1744241729, 6.4
818,talker,1744241730, 6.4
818,talker,1744241731, 6.4
818,talker,1744241732, 6.4
818,talker,1744241733, 6.4
818,talker,1744241734, 6.4
818,talker,1744241735, 6.4
818,talker,1744241736, 6.3
818,talker,1744241737, 6.3
818,talker,1744241738, 6.3
818,talker,1744241739, 6.3
818,talker,1744241740, 6.3
818,talker,1744241741, 6.3
818,talker,1744241742, 6.3
818,talker,1744241743, 6.3
818,talker,1744241744, 6.3
818,talker,1744241745,
818,talker,1744241746,
818,talker,1744241747,
818,talker,1744241748,
818,talker,1744241749,
818,talker,1744241750,
