timestamp,rx_bytes,tx_bytes,rx_rate_bps,tx_rate_bps
2025-03-23T01:27:31.704573,319579147,142345086,4568.0,1916.0
2025-03-23T01:27:32.706337,319581839,142345086,2692.0,0.0
2025-03-23T01:27:33.708089,319584531,142345086,2692.0,0.0
2025-03-23T01:27:34.709424,319586407,142347002,1876.0,1916.0
2025-03-23T01:27:35.711254,319586407,142347002,0.0,0.0
2025-03-23T01:27:36.712597,319586407,142347002,0.0,0.0
2025-03-23T01:27:37.714461,319588283,142348918,1876.0,1916.0
2025-03-23T01:27:38.715426,319588283,142348918,0.0,0.0
2025-03-23T01:27:39.717272,319588283,142348918,0.0,0.0
2025-03-23T01:27:40.719481,319590159,142350834,1876.0,1916.0
2025-03-23T01:27:41.721644,319590159,142350834,0.0,0.0
2025-03-23T01:27:42.723404,319590159,142350834,0.0,0.0
2025-03-23T01:27:43.725223,319592471,142352870,2312.0,2036.0
2025-03-23T01:27:44.726566,319592471,142352870,0.0,0.0
2025-03-23T01:27:45.728380,319592471,142352870,0.0,0.0
2025-03-23T01:27:46.729360,319594347,142354786,1876.0,1916.0
2025-03-23T01:27:47.730382,319594347,142354786,0.0,0.0
2025-03-23T01:27:48.731377,319594389,142354848,42.0,62.0
2025-03-23T01:27:49.732351,319597673,142356764,3284.0,1916.0
2025-03-23T01:27:50.734164,319601649,142356764,3976.0,0.0
2025-03-23T01:27:51.735424,319604341,142356764,2692.0,0.0
2025-03-23T01:27:52.736403,319608909,142358680,4568.0,1916.0
2025-03-23T01:27:53.737361,319611601,142358680,2692.0,0.0
2025-03-23T01:27:54.738407,319611601,142358680,0.0,0.0
2025-03-23T01:27:55.740522,319635331,142370802,23730.0,12122.0
2025-03-23T01:27:56.742885,319683171,142378513,47840.0,7711.0
2025-03-23T01:27:57.745145,319683171,142378513,0.0,0.0
2025-03-23T01:27:58.747345,319685047,142380429,1876.0,1916.0
2025-03-23T01:27:59.748544,319686519,142381545,1472.0,1116.0
2025-03-23T01:28:00.750378,319686561,142381607,42.0,62.0
2025-03-23T01:28:01.751433,319688659,142383695,2098.0,2088.0
2025-03-23T01:28:02.752410,319688659,142383695,0.0,0.0
2025-03-23T01:28:03.753432,319688659,142383695,0.0,0.0
2025-03-23T01:28:04.755661,319690757,142385783,2098.0,2088.0
2025-03-23T01:28:05.758080,319700390,142385783,9633.0,0.0
2025-03-23T01:28:06.760282,319700440,142385783,50.0,0.0
2025-03-23T01:28:07.762433,319702316,142387699,1876.0,1916.0
2025-03-23T01:28:08.764287,319702316,142387699,0.0,0.0
2025-03-23T01:28:09.765442,319705008,142387699,2692.0,0.0
2025-03-23T01:28:10.766606,319709576,142389697,4568.0,1998.0
2025-03-23T01:28:11.768721,319712268,142389697,2692.0,0.0
2025-03-23T01:28:12.770608,319713034,142389697,766.0,0.0
2025-03-23T01:28:13.772746,319719636,142391613,6602.0,1916.0
2025-03-23T01:28:14.774741,319719636,142391613,0.0,0.0
2025-03-23T01:28:15.776741,319719636,142391613,0.0,0.0
2025-03-23T01:28:16.778420,319721566,142393529,1930.0,1916.0
2025-03-23T01:28:17.780129,319721566,142393529,0.0,0.0
2025-03-23T01:28:18.781919,319721566,142393529,0.0,0.0
2025-03-23T01:28:19.783708,319723442,142395445,1876.0,1916.0
2025-03-23T01:28:20.785440,319723442,142395445,0.0,0.0
2025-03-23T01:28:21.787416,319723442,142395445,0.0,0.0
2025-03-23T01:28:22.789250,319725318,142397361,1876.0,1916.0
2025-03-23T01:28:23.791062,319725318,142397361,0.0,0.0
2025-03-23T01:28:24.792431,319725318,142397361,0.0,0.0
2025-03-23T01:28:25.793579,319727194,142399277,1876.0,1916.0
2025-03-23T01:28:26.794409,319727194,142399277,0.0,0.0
2025-03-23T01:28:27.796739,319727194,142399277,0.0,0.0
2025-03-23T01:28:28.798946,319729070,142401193,1876.0,1916.0
2025-03-23T01:28:29.801284,319729070,142401193,0.0,0.0
2025-03-23T01:28:30.803230,319729070,142401193,0.0,0.0
2025-03-23T01:28:31.804450,319730946,142403109,1876.0,1916.0
2025-03-23T01:28:32.805424,319730988,142403109,42.0,0.0
2025-03-23T01:28:33.807295,319730988,142403109,0.0,0.0
2025-03-23T01:28:34.809294,319732864,142405025,1876.0,1916.0
2025-03-23T01:28:35.810576,319732864,142405025,0.0,0.0
2025-03-23T01:28:36.812468,319732864,142405025,0.0,0.0
2025-03-23T01:28:37.814649,319734740,142406941,1876.0,1916.0
2025-03-23T01:28:38.816573,319734740,142406941,0.0,0.0
2025-03-23T01:28:39.818877,319734740,142406941,0.0,0.0
