exec,label,timestamp,cpu
572,listener,1742651447,36.2
572,listener,1742651447,29.2
572,listener,1742651448,29.4
572,listener,1742651449,24.6
572,listener,1742651450,21.5
572,listener,1742651451,19.0
572,listener,1742651452,17.0
572,listener,1742651453,15.4
572,listener,1742651454,14.1
572,listener,1742651455,13.0
572,listener,1742651456,12.1
572,listener,1742651457,11.3
572,listener,1742651458,10.7
572,listener,1742651459,10.1
572,listener,1742651460, 9.6
572,listener,1742651461, 9.1
572,listener,1742651462, 8.7
572,listener,1742651463, 8.4
572,listener,1742651464, 8.0
572,listener,1742651465, 7.7
572,listener,1742651466, 7.4
572,listener,1742651467, 7.2
572,listener,1742651468, 6.9
572,listener,1742651469, 6.7
572,listener,1742651470, 6.5
572,listener,1742651471, 6.3
572,listener,1742651472, 6.2
572,listener,1742651472, 6.0
572,listener,1742651473, 5.8
572,listener,1742651474, 5.7
572,listener,1742651475, 5.8
572,listener,1742651476, 5.6
572,listener,1742651477, 5.5
572,listener,1742651478, 5.4
572,listener,1742651479, 5.3
572,listener,1742651480, 5.1
572,listener,1742651481, 5.0
572,listener,1742651482, 4.9
572,listener,1742651483, 4.9
572,listener,1742651484, 4.8
572,listener,1742651485, 4.7
572,listener,1742651486, 4.6
572,listener,1742651487, 4.5
572,listener,1742651488, 4.4
572,listener,1742651489, 4.4
572,listener,1742651490, 4.3
572,listener,1742651491, 4.2
572,listener,1742651492, 4.2
572,listener,1742651493, 4.1
572,listener,1742651494, 4.1
572,listener,1742651495, 4.0
572,listener,1742651496, 4.0
572,listener,1742651497, 3.9
572,listener,1742651498, 3.9
572,listener,1742651499, 3.8
572,listener,1742651500, 3.8
572,listener,1742651501, 3.7
572,listener,1742651502, 3.7
572,listener,1742651502, 3.7
572,listener,1742651503, 3.6
572,listener,1742651504, 3.6
572,listener,1742651505, 3.5
572,listener,1742651506, 3.6
572,listener,1742651507, 3.5
572,listener,1742651508, 3.5
572,listener,1742651509, 3.5
572,listener,1742651510, 3.4
572,listener,1742651511, 3.4
572,listener,1742651512, 3.4
572,listener,1742651513, 3.3
572,listener,1742651514, 3.3
572,listener,1742651515, 3.3
572,listener,1742651516, 3.3
572,listener,1742651517, 3.2
572,listener,1742651518, 3.2
572,listener,1742651519, 3.2
572,listener,1742651520, 3.2
572,listener,1742651521, 3.1
572,listener,1742651522, 3.1
572,listener,1742651523, 3.1
572,listener,1742651524, 3.0
572,listener,1742651525, 3.0
572,listener,1742651526, 3.0
572,listener,1742651527, 3.0
572,listener,1742651528, 3.0
572,listener,1742651529, 3.0
572,listener,1742651530, 2.9
572,listener,1742651531, 2.9
572,listener,1742651532, 2.9
572,listener,1742651532, 2.9
572,listener,1742651533, 2.9
572,listener,1742651534, 2.8
572,listener,1742651535, 2.9
572,listener,1742651536, 2.8
572,listener,1742651537, 2.8
572,listener,1742651538, 2.8
572,listener,1742651539, 2.8
572,listener,1742651540, 2.8
572,listener,1742651541, 2.8
572,listener,1742651542, 2.7
572,listener,1742651543, 2.7
572,listener,1742651544, 2.7
572,listener,1742651545, 2.7
572,listener,1742651546, 2.7
572,listener,1742651547, 2.7
572,listener,1742651548, 2.7
572,listener,1742651549, 2.6
572,listener,1742651550, 2.6
572,listener,1742651551, 2.6
572,listener,1742651552, 2.6
572,listener,1742651553, 2.6
572,listener,1742651554, 2.6
572,listener,1742651555, 2.6
572,listener,1742651556, 2.6
572,listener,1742651557, 2.5
572,listener,1742651558, 2.5
572,listener,1742651559, 2.5
572,listener,1742651560, 2.5
572,listener,1742651561, 2.5
572,listener,1742651562, 2.5
572,listener,1742651563, 2.5
572,listener,1742651564, 2.5
572,listener,1742651565, 2.5
572,listener,1742651566, 2.4
572,listener,1742651566, 2.4
572,listener,1742651567, 2.4
572,listener,1742651568, 2.4
572,listener,1742651569, 2.4
572,listener,1742651570,
