exec,label,timestamp,cpu
1558,listener,1743068981,32.0
1558,listener,1743068982,26.0
1558,listener,1743068983,19.1
1558,listener,1743068985,17.1
1558,listener,1743068986,15.5
1558,listener,1743068987,14.2
1558,listener,1743068988,13.2
1558,listener,1743068989,12.3
1558,listener,1743068990,11.6
1558,listener,1743068991,11.0
1558,listener,1743068992,10.4
1558,listener,1743068993,10.0
1558,listener,1743068995, 9.0
1558,listener,1743068996, 8.6
1558,listener,1743068997, 8.4
1558,listener,1743068998, 8.1
1558,listener,1743068999, 7.9
1558,listener,1743069000, 7.6
1558,listener,1743069001, 7.5
1558,listener,1743069002, 7.3
1558,listener,1743069003, 7.1
1558,listener,1743069004, 6.7
1558,listener,1743069005, 6.6
1558,listener,1743069007, 6.5
1558,listener,1743069008, 6.3
1558,listener,1743069009, 6.2
1558,listener,1743069010, 6.1
1558,listener,1743069011, 6.0
1558,listener,1743069012, 5.9
1558,listener,1743069013, 5.9
1558,listener,1743069014, 5.8
1558,listener,1743069015, 5.7
1558,listener,1743069016, 5.5
1558,listener,1743069017, 5.4
1558,listener,1743069019, 5.4
1558,listener,1743069020, 5.3
1558,listener,1743069021, 5.2
1558,listener,1743069022, 5.2
1558,listener,1743069023, 5.1
1558,listener,1743069024, 5.1
1558,listener,1743069025, 5.1
1558,listener,1743069026, 5.0
1558,listener,1743069027, 5.0
1558,listener,1743069028, 4.8
1558,listener,1743069030, 4.8
1558,listener,1743069031, 4.7
1558,listener,1743069032, 4.7
1558,listener,1743069033, 4.7
1558,listener,1743069034, 4.7
1558,listener,1743069035, 4.6
1558,listener,1743069036, 4.6
1558,listener,1743069037, 4.6
1558,listener,1743069038, 4.5
1558,listener,1743069039, 4.4
1558,listener,1743069040, 4.4
1558,listener,1743069042, 4.4
1558,listener,1743069043, 4.4
1558,listener,1743069044, 4.3
1558,listener,1743069045, 4.3
1558,listener,1743069046, 4.3
1558,listener,1743069047, 4.3
1558,listener,1743069048, 4.2
1558,listener,1743069049, 4.2
1558,listener,1743069050, 4.2
1558,listener,1743069051, 4.2
1558,listener,1743069052, 4.2
1558,listener,1743069053, 4.1
1558,listener,1743069054, 4.1
1558,listener,1743069056, 4.1
1558,listener,1743069057, 4.1
1558,listener,1743069058, 4.0
1558,listener,1743069059, 4.0
1558,listener,1743069060, 4.0
1558,listener,1743069061, 4.0
1558,listener,1743069062, 4.0
1558,listener,1743069063, 4.0
1558,listener,1743069064, 3.9
1558,listener,1743069066, 3.9
1558,listener,1743069067, 3.9
1558,listener,1743069068, 3.9
1558,listener,1743069069, 3.9
1558,listener,1743069070, 3.9
1558,listener,1743069071, 3.8
1558,listener,1743069072, 3.8
1558,listener,1743069073, 3.8
1558,listener,1743069074, 3.8
1558,listener,1743069075, 3.8
1558,listener,1743069076, 3.8
1558,listener,1743069078, 3.7
1558,listener,1743069079, 3.7
1558,listener,1743069080, 3.7
1558,listener,1743069081, 3.7
1558,listener,1743069082, 3.7
1558,listener,1743069083, 3.7
1558,listener,1743069084, 3.7
1558,listener,1743069085, 3.7
1558,listener,1743069086, 3.7
1558,listener,1743069087, 3.7
1558,listener,1743069089, 3.6
1558,listener,1743069090, 3.6
1558,listener,1743069091, 3.6
1558,listener,1743069092, 3.6
1558,listener,1743069093, 3.6
1558,listener,1743069094, 3.6
1558,listener,1743069095, 3.6
1558,listener,1743069096, 3.6
1558,listener,1743069097, 3.6
1558,listener,1743069098, 3.5
1558,listener,1743069099, 3.5
1558,listener,1743069101, 3.5
1558,listener,1743069102, 3.5
1558,listener,1743069103, 3.4
1558,listener,1743069104, 3.4
