timestamp,rx_bytes,tx_bytes,rx_rate_bps,tx_rate_bps
2025-03-23T13:09:02.580412,409912505,183498585,1876.0,1916.0
2025-03-23T13:09:03.581497,409912505,183498585,0.0,0.0
2025-03-23T13:09:04.582494,409912505,183498585,0.0,0.0
2025-03-23T13:09:05.583357,409914381,183500501,1876.0,1916.0
2025-03-23T13:09:06.585093,409914381,183500501,0.0,0.0
2025-03-23T13:09:07.586314,409914381,183500501,0.0,0.0
2025-03-23T13:09:08.587348,409916257,183502417,1876.0,1916.0
2025-03-23T13:09:09.588327,409916257,183502417,0.0,0.0
2025-03-23T13:09:10.589771,409916257,183502417,0.0,0.0
2025-03-23T13:09:11.591430,409925471,183506342,9214.0,3925.0
2025-03-23T13:09:12.592410,409933364,183508249,7893.0,1907.0
2025-03-23T13:09:13.593369,410114348,183511603,180984.0,3354.0
2025-03-23T13:09:14.594444,410245207,183517604,130859.0,6001.0
2025-03-23T13:09:15.595348,410247965,183517604,2758.0,0.0
2025-03-23T13:09:16.597113,410248007,183517666,42.0,62.0
2025-03-23T13:09:17.598997,410250093,183519778,2086.0,2112.0
2025-03-23T13:09:18.600446,410250303,183520060,210.0,282.0
2025-03-23T13:09:19.601331,410250303,183520060,0.0,0.0
2025-03-23T13:09:20.602625,410252179,183521976,1876.0,1916.0
2025-03-23T13:09:21.604352,410252179,183521976,0.0,0.0
2025-03-23T13:09:22.605342,410252179,183521976,0.0,0.0
2025-03-23T13:09:23.606419,410254055,183523892,1876.0,1916.0
2025-03-23T13:09:24.607341,410254055,183523892,0.0,0.0
2025-03-23T13:09:25.608344,410254055,183523892,0.0,0.0
2025-03-23T13:09:26.612396,410255931,183525808,1876.0,1916.0
2025-03-23T13:09:27.613561,410255931,183525808,0.0,0.0
2025-03-23T13:09:28.614433,410255931,183525808,0.0,0.0
2025-03-23T13:09:29.615575,410275688,183533776,19757.0,7968.0
2025-03-23T13:09:30.617320,410275688,183533776,0.0,0.0
2025-03-23T13:09:31.618658,410278380,183533776,2692.0,0.0
2025-03-23T13:09:32.620381,410282948,183535692,4568.0,1916.0
2025-03-23T13:09:33.621422,410285640,183535692,2692.0,0.0
2025-03-23T13:09:34.623179,410288776,183536036,3136.0,344.0
2025-03-23T13:09:35.624315,410293344,183537952,4568.0,1916.0
2025-03-23T13:09:36.625347,410293386,183538014,42.0,62.0
2025-03-23T13:09:37.626449,410293386,183538014,0.0,0.0
2025-03-23T13:09:38.627354,410295262,183539930,1876.0,1916.0
2025-03-23T13:09:39.628411,410295262,183539930,0.0,0.0
2025-03-23T13:09:40.629373,410295262,183539930,0.0,0.0
2025-03-23T13:09:41.630345,410297138,183541846,1876.0,1916.0
2025-03-23T13:09:42.631799,410297138,183541846,0.0,0.0
2025-03-23T13:09:43.633368,410297138,183541846,0.0,0.0
2025-03-23T13:09:44.634354,410299014,183543762,1876.0,1916.0
2025-03-23T13:09:45.635443,410299014,183543762,0.0,0.0
2025-03-23T13:09:46.636395,410299014,183543762,0.0,0.0
2025-03-23T13:09:47.637474,410300890,183545678,1876.0,1916.0
2025-03-23T13:09:48.638526,410300890,183545678,0.0,0.0
2025-03-23T13:09:49.639615,410300890,183545678,0.0,0.0
2025-03-23T13:09:50.641824,410302766,183547594,1876.0,1916.0
2025-03-23T13:09:51.643380,410304816,183547594,2050.0,0.0
2025-03-23T13:09:52.644345,410307508,183547594,2692.0,0.0
2025-03-23T13:09:53.645372,410312076,183549510,4568.0,1916.0
2025-03-23T13:09:54.646440,410314768,183549510,2692.0,0.0
2025-03-23T13:09:55.647446,410317460,183549510,2692.0,0.0
2025-03-23T13:09:56.648517,410319336,183551426,1876.0,1916.0
2025-03-23T13:09:57.649428,410319336,183551426,0.0,0.0
2025-03-23T13:09:58.651027,410319336,183551426,0.0,0.0
2025-03-23T13:09:59.652362,410321212,183553342,1876.0,1916.0
2025-03-23T13:10:00.653422,410321212,183553342,0.0,0.0
2025-03-23T13:10:01.654603,410321212,183553342,0.0,0.0
2025-03-23T13:10:02.656410,410323088,183555258,1876.0,1916.0
2025-03-23T13:10:03.657403,410323088,183555258,0.0,0.0
2025-03-23T13:10:04.658434,410323088,183555258,0.0,0.0
2025-03-23T13:10:05.659568,410331957,183557174,8869.0,1916.0
2025-03-23T13:10:06.661524,410333047,183557174,1090.0,0.0
2025-03-23T13:10:07.662431,410333047,183557174,0.0,0.0
2025-03-23T13:10:08.663350,410334923,183559090,1876.0,1916.0
2025-03-23T13:10:09.664546,410334923,183559090,0.0,0.0
2025-03-23T13:10:10.665407,410334923,183559090,0.0,0.0
2025-03-23T13:10:11.666442,410339491,183561006,4568.0,1916.0
2025-03-23T13:10:12.667641,410342233,183561006,2742.0,0.0
2025-03-23T13:10:13.669404,410344979,183561006,2746.0,0.0
2025-03-23T13:10:14.670578,410349547,183562922,4568.0,1916.0
2025-03-23T13:10:15.671465,410352123,183562922,2576.0,0.0
2025-03-23T13:10:16.672480,410352242,183562922,119.0,0.0
2025-03-23T13:10:17.673456,410354237,183564838,1995.0,1916.0
2025-03-23T13:10:18.674258,410354237,183564838,0.0,0.0
2025-03-23T13:10:19.675468,410354291,183564838,54.0,0.0
2025-03-23T13:10:20.676283,410356167,183566836,1876.0,1998.0
2025-03-23T13:10:21.677330,410356167,183566836,0.0,0.0
2025-03-23T13:10:22.678611,410356167,183566836,0.0,0.0
2025-03-23T13:10:23.680409,410358043,183568752,1876.0,1916.0
2025-03-23T13:10:24.681572,410358043,183568752,0.0,0.0
2025-03-23T13:10:25.682485,410358043,183568752,0.0,0.0
2025-03-23T13:10:26.683446,410359919,183570668,1876.0,1916.0
2025-03-23T13:10:27.684399,410359919,183570668,0.0,0.0
2025-03-23T13:10:28.685402,410359919,183570668,0.0,0.0
2025-03-23T13:10:29.686375,410369773,183575423,9854.0,4755.0
2025-03-23T13:10:30.687618,410369773,183575423,0.0,0.0
2025-03-23T13:10:31.689406,410372465,183575423,2692.0,0.0
2025-03-23T13:10:32.690451,410377033,183577339,4568.0,1916.0
2025-03-23T13:10:33.691341,410379725,183577339,2692.0,0.0
2025-03-23T13:10:34.692477,410382723,183577635,2998.0,296.0
2025-03-23T13:10:35.693327,410387291,183579551,4568.0,1916.0
2025-03-23T13:10:36.694319,410387291,183579551,0.0,0.0
2025-03-23T13:10:37.695312,410387291,183579551,0.0,0.0
2025-03-23T13:10:38.696513,410389167,183581467,1876.0,1916.0
2025-03-23T13:10:39.697436,410389167,183581467,0.0,0.0
2025-03-23T13:10:40.699310,410389167,183581467,0.0,0.0
2025-03-23T13:10:41.700549,410391043,183583383,1876.0,1916.0
2025-03-23T13:10:42.701420,410391043,183583383,0.0,0.0
2025-03-23T13:10:43.702478,410391043,183583383,0.0,0.0
2025-03-23T13:10:44.703357,410392919,183585299,1876.0,1916.0
2025-03-23T13:10:45.704348,410392919,183585299,0.0,0.0
2025-03-23T13:10:46.705359,410392919,183585299,0.0,0.0
2025-03-23T13:10:47.706664,410394795,183587215,1876.0,1916.0
2025-03-23T13:10:48.708388,410394795,183587215,0.0,0.0
2025-03-23T13:10:49.709389,410394795,183587215,0.0,0.0
2025-03-23T13:10:50.710500,410396671,183589131,1876.0,1916.0
2025-03-23T13:10:51.711549,410396671,183589131,0.0,0.0
2025-03-23T13:10:52.712358,410396671,183589131,0.0,0.0
2025-03-23T13:10:53.713416,410398547,183591047,1876.0,1916.0
2025-03-23T13:10:54.714331,410398547,183591047,0.0,0.0
2025-03-23T13:10:55.715325,410398547,183591047,0.0,0.0
2025-03-23T13:10:56.717063,410400423,183592963,1876.0,1916.0
2025-03-23T13:10:57.718300,410400542,183592963,119.0,0.0
2025-03-23T13:10:58.719458,410400542,183592963,0.0,0.0
2025-03-23T13:10:59.720436,410403862,183596323,3320.0,3360.0
2025-03-23T13:11:00.721282,410403862,183596323,0.0,0.0
2025-03-23T13:11:01.722499,410403862,183596323,0.0,0.0
